symbol,date,price
WPU0652,2012-09-01,304.3
WPU0652,2012-10-01,310.9
WPU0652,2012-11-01,310.1
WPU0652,2012-12-01,310.1
WPU0652,2013-01-01,308
WPU0652,2013-02-01,309.8
WPU0652,2013-03-01,312.7
WPU0652,2013-04-01,318
WPU0652,2013-05-01,322.4
WPU0652,2013-06-01,313.6
WPU0652,2013-07-01,290.2
WPU0652,2013-08-01,267.9
WPU0652,2013-09-01,263.8
WPU0652,2013-10-01,258.5
WPU0652,2013-11-01,256
WPU0652,2013-12-01,252.2
WPU0652,2014-01-01,249.4
WPU0652,2014-02-01,262.4
WPU0652,2014-03-01,273.1
WPU0652,2014-04-01,289.5
WPU0652,2014-05-01,300.4
WPU0652,2014-06-01,287.6
WPU0652,2014-07-01,273
WPU0652,2014-08-01,271.1
WPU0652,2014-09-01,271.3
WPU0652,2014-10-01,272.7
WPU0652,2014-11-01,270.3
WPU0652,2014-12-01,269.1
WPU0652,2015-01-01,271.6
WPU0652,2015-02-01,275.2
WPU0652,2015-03-01,274.9
WPU0652,2015-04-01,279.1
WPU0652,2015-05-01,278.3
WPU0652,2015-06-01,278.1
WPU0652,2015-07-01,260
WPU0652,2015-08-01,257.2
WPU0652,2015-09-01,258.8
WPU0652,2015-10-01,252.2
WPU0652,2015-11-01,246.9
WPU0652,2015-12-01,248.8
WPU0652,2016-01-01,243
WPU0652,2016-02-01,227.9
WPU0652,2016-03-01,228.4
WPU0652,2016-04-01,232.8
WPU0652,2016-05-01,229.2
WPU0652,2016-06-01,226.1
WPU0652,2016-07-01,208
WPU0652,2016-08-01,198.8
WPU0652,2016-09-01,195.9
WPU0652,2016-10-01,196.3
WPU0652,2016-11-01,196.8
WPU0652,2016-12-01,194.4
WPU0652,2017-01-01,196.3
WPU0652,2017-02-01,203.9
WPU0652,2017-03-01,210.6
WPU0652,2017-04-01,217.6
WPU0652,2017-05-01,216.9
WPU0652,2017-06-01,214.1
WPU0652,2017-07-01,204.9
WPU0652,2017-08-01,194.7
WPU0652,2017-09-01,193.1
WPU0652,2017-10-01,195.4
WPU0652,2017-11-01,202.6
WPU0652,2017-12-01,208.1
WPU0652,2018-01-01,213.5
WPU0652,2018-02-01,224.5
WPU0652,2018-03-01,228.1
WPU0652,2018-04-01,228.2
WPU0652,2018-05-01,226.7
WPU0652,2018-06-01,227.1
WPU0652,2018-07-01,226.3
WPU0652,2018-08-01,225.2
WPU0652,2018-09-01,230.2
WPU0652,2018-10-01,237.4
WPU0652,2018-11-01,240.9
WPU0652,2018-12-01,242.3
WPU0652,2019-01-01,240.9
WPU0652,2019-02-01,243.2
WPU0652,2019-03-01,241.9
WPU0652,2019-04-01,234
WPU0652,2019-05-01,231.9
WPU0652,2019-06-01,225.7
WPU0652,2019-07-01,215.9
WPU0652,2019-08-01,211.5
WPU0652,2019-09-01,207.7
WPU0652,2019-10-01,202.6
WPU0652,2019-11-01,192.9
WPU0652,2019-12-01,188.1
WPU0652,2020-01-01,189.7
WPU0652,2020-02-01,189
WPU0652,2020-03-01,194.3
WPU0652,2020-04-01,198.5
WPU0652,2020-05-01,202.1
WPU0652,2020-06-01,199.4
WPU0652,2020-07-01,195.1
WPU0652,2020-08-01,195.1
WPU0652,2020-09-01,199.6
WPU0652,2020-10-01,205.8
WPU0652,2020-11-01,210.7
WPU0652,2020-12-01,216.1
WPU0652,2021-01-01,228.4
WPU0652,2021-02-01,243.6
WPU0652,2021-03-01,262
WPU0652,2021-04-01,276.4
WPU0652,2021-05-01,298.1
WPU0652,2021-06-01,319.1
WPU0652,2021-07-01,332.201
WPU0652,2021-08-01,333.324
WPU0652,2021-09-01,343.919
WPU0652,2021-10-01,371.464
WPU0652,2021-11-01,401.712
WPU0652,2021-12-01,436.361
WPU0652,2022-01-01,445.221
WPU0652,2022-02-01,457.52
WPU0652,2022-03-01,495.943
WPU0652,2022-04-01,520.11
WPU0652,2022-05-01,517.992
WPU0652,2022-06-01,485.555
WPU0652,2022-07-01,443.593
WPU0652,2022-08-01,439.933
WPU0652,2022-09-01,437.749
WPU0652,2022-10-01,448.751
WPU0652,2022-11-01,454.928
WPU0652,2022-12-01,423.159
WPU0652,2023-01-01,404.902
WPU0652,2023-02-01,378.95
WPU0652,2023-03-01,358.582
WPU0652,2023-04-01,346.91
WPU0652,2023-05-01,330.571
WPU0652,2023-06-01,306.549
WPU0652,2023-07-01,268.307
WPU0652,2023-08-01,276.376
WPU0652,2023-09-01,277.229
WPU0652,2023-10-01,295.916
WPU0652,2023-11-01,302.036
WPU0652,2023-12-01,314.204
WPU0652,2024-01-01,313.687
WPU0652,2024-02-01,308.614
WPU0652,2024-03-01,317.829
WPU0652,2024-04-01,317.892
WPU0652,2024-05-01,308.199
WPU0652,2024-06-01,303.453
WPU0652,2024-07-01,297.686
WPU0652,2024-08-01,295.306
WPU0652,2024-09-01,298.823
WPU0652,2024-10-01,304.982
WPU0652,2024-11-01,306.53
WPU0652,2024-12-01,306.664
WPU0652,2025-01-01,307.395
