distance_from_home,median_dwell,raw_visitor_counts
6.2,6.6000000000000005,3.9974016705544586
6.2,6.7,3.960507441389683
6.2,6.800000000000001,3.9236132122249066
6.2,6.9,3.8867189830601307
6.2,7,3.849824753895355
6.3,1,6.035910259956197
6.3,1.1,5.999016030791421
6.3,1.2,5.962121801626646
6.3,1.3,5.9252275724618695
6.3,1.4,5.888333343297093
6.3,1.5,5.851439114132318
6.3,1.6,5.814544884967542
6.3,1.7000000000000002,5.777650655802766
6.3,1.8,5.74075642663799
6.3,1.9,5.703862197473214
6.3,2,5.666967968308438
6.3,2.1,5.630073739143662
6.3,2.2,5.593179509978886
6.3,2.3,5.5562852808141105
6.3,2.4000000000000004,5.519391051649334
6.3,2.5,5.482496822484559
6.3,2.6,5.445602593319783
6.3,2.7,5.4087083641550064
6.3,2.8,5.371814134990231
6.3,2.9000000000000004,5.334919905825455
6.3,3,5.2980256766606795
6.3,3.1,5.261131447495903
6.3,3.2,5.224237218331127
6.3,3.3000000000000003,5.187342989166352
6.3,3.4000000000000004,5.150448760001575
6.3,3.5,5.1135545308368
6.3,3.6,5.076660301672024
6.3,3.7,5.0397660725072475
6.3,3.8000000000000003,5.002871843342472
6.3,3.9000000000000004,4.965977614177696
6.3,4,4.92908338501292
6.3,4.1,4.892189155848144
6.3,4.2,4.855294926683368
6.3,4.300000000000001,4.818400697518592
