rent,hhincome,foodstmp,state_fip,county_fip,pernum
580,19600,0,04,04012,4626
0,18100,0,04,04012,4627
0,9999999,0,04,04012,4628
420,20500,1,04,04012,4629
800,55000,0,04,04012,4630
0,110000,0,04,04012,4631
0,97600,0,04,04012,4632
0,64300,0,04,04012,4633
0,9999999,0,04,04012,4634
800,40700,0,04,04012,4635
0,30200,0,04,04012,4636
600,46400,1,04,04012,4637
0,54500,0,04,04012,4638
0,10800,0,04,04012,4639
0,118000,0,04,04012,4640
50,35000,0,04,04012,4641
400,9999999,0,04,04012,4642
0,232000,0,04,04012,4643
0,13800,0,04,04012,4644
0,9999999,0,04,04012,4645
600,30000,1,04,04012,4646
0,17200,0,04,04012,4647
0,78000,0,04,04012,4648
0,50500,0,04,04012,4649
0,61800,0,04,04012,4650
0,9999999,0,04,04012,4651
0,94500,0,04,04012,4652
0,9999999,0,04,04012,4653
1600,46000,0,04,04012,4654
0,13000,0,04,04012,4655
0,51400,0,04,04012,4656
0,71100,0,04,04012,4657
0,9999999,0,04,04012,4658
0,146000,0,04,04012,4659
0,9999999,0,04,04012,4660
0,9999999,0,04,04012,4661
1900,100000,0,04,04012,4662
0,339000,0,04,04012,4663
0,9999999,0,04,04012,4664
0,9999999,0,04,04012,4665
0,114000,0,04,04012,4666
900,26000,0,04,04012,4667
0,16000,0,04,04012,4668
1200,31900,1,04,04012,4669
0,9999999,0,04,04012,4670
1100,1100,0,04,04012,4671
0,38300,0,04,04012,4672
0,2000,0,04,04012,4673
0,9999999,0,04,04012,4674
0,20700,0,04,04012,4675
0,9999999,0,04,04012,4676
0,24000,0,04,04012,4677
0,9999999,0,04,04012,4678
0,62000,0,04,04012,4679
0,9999999,0,04,04012,4680
0,9999999,0,04,04012,4681
630,6200,0,04,04012,4682
0,25000,0,04,04012,4683
0,9400,0,04,04012,4684
1900,43500,0,04,04012,4685
0,118200,0,04,04012,4686
0,9999999,0,04,04012,4687
0,59400,0,04,04012,4688
0,280000,0,04,04012,4689
0,26200,0,04,04012,4690
0,179400,1,04,04012,4691
0,79900,0,04,04012,4692
0,3500,0,04,04012,4693
1400,26200,0,04,04012,4694
0,27100,0,04,04012,4695
0,9999999,0,04,04012,4696
650,40800,0,04,04012,4697
570,1200,1,04,04012,4698
0,9999999,0,04,04012,4699
780,30000,0,04,04012,4700
0,20800,0,04,04012,4701
0,130000,0,04,04012,4702
400,9999999,0,04,04012,4703
800,25000,0,04,04012,4704
1000,24310,0,04,04012,4705
0,40170,0,04,04012,4706
0,9999999,0,04,04012,4707
0,26000,1,04,04012,4708
400,9999999,0,04,04012,4709
0,81200,0,04,04012,4710
0,22900,0,04,04012,4711
0,49800,0,04,04012,4712
0,31400,0,04,04012,4713
0,2400,0,04,04012,4714
0,80000,0,04,04012,4715
0,82100,0,04,04012,4716
0,12600,0,04,04012,4717
0,76800,0,04,04012,4718
0,182400,0,04,04012,4719
0,73800,0,04,04012,4720
0,9999999,0,04,04012,4721
0,24000,0,04,04012,4722
0,9999999,0,04,04012,4723
1900,50500,0,04,04012,4724
0,122500,0,04,04012,4725
1500,69000,0,04,04012,4726
0,2100,1,04,04012,4727
0,38120,0,04,04012,4728
0,6500,0,04,04012,4729
700,55000,0,04,04012,4730
0,17300,0,04,04012,4731
0,63000,0,04,04012,4732
800,7110,1,04,04012,4733
0,35500,1,04,04012,4734
0,9999999,0,04,04012,4735
0,163900,0,04,04012,4736
0,42800,0,04,04012,4737
0,9999999,0,04,04012,4738
0,9999999,0,04,04012,4739
0,9999999,0,04,04012,4740
0,55200,0,04,04012,4741
0,33500,0,04,04012,4742
0,122800,0,04,04012,4743
0,52000,0,04,04012,4744
0,27600,0,04,04012,4745
0,45000,0,04,04012,4746
0,9999999,0,04,04012,4747
0,31100,0,04,04012,4748
800,64800,0,04,04012,4749
0,80900,0,04,04012,4750
0,24000,1,04,04012,4751
0,75500,0,04,04012,4752
0,9999999,0,04,04012,4753
0,9999999,0,04,04012,4754
0,0,0,04,04012,4755
0,16900,0,04,04012,4756
0,9999999,0,04,04012,4757
0,65600,0,04,04012,4758
0,68000,0,04,04012,4759
0,67300,0,04,04012,4760
0,0,0,04,04012,4761
600,64000,0,04,04012,4762
0,14600,0,04,04012,4763
330,1400,0,04,04012,4764
790,43000,0,04,04012,4765
0,9999999,0,04,04012,4766
0,39600,0,04,04012,4767
950,28200,0,04,04012,4768
0,51500,0,04,04012,4769
400,10100,1,04,04012,4770
0,43200,0,04,04012,4771
0,54000,0,04,04012,4772
0,107400,0,04,04012,4773
0,52400,0,04,04012,4774
0,9999999,0,04,04012,4775
0,41900,0,04,04012,4776
0,33400,1,04,04012,4777
0,14400,0,04,04012,4778
450,9000,1,04,04012,4779
0,9200,0,04,04012,4780
0,9999999,0,04,04012,4781
0,41200,0,04,04012,4782
640,23400,1,04,04012,4783
0,36800,0,04,04012,4784
1100,45000,1,04,04012,4785
0,113000,0,04,04012,4786
0,9999999,0,04,04012,4787
0,9999999,0,04,04012,4788
0,62600,1,04,04012,4789
0,72500,1,04,04012,4790
0,9999999,0,04,04012,4791
0,180200,0,04,04012,4792
0,62000,0,04,04012,4793
0,22680,0,04,04012,4794
0,15900,0,04,04012,4795
0,28400,0,04,04012,4796
900,60530,0,04,04012,4797
0,13000,0,04,04012,4798
0,25700,0,04,04012,4799
0,60800,0,04,04012,4800
0,36800,1,04,04012,4801
0,67000,0,04,04012,4802
0,170000,0,04,04012,4803
800,34300,1,04,04012,4804
840,12900,1,04,04012,4805
0,67000,0,04,04012,4806
0,116000,0,04,04012,4807
0,49100,0,04,04012,4808
0,0,0,04,04012,4809
0,14300,0,04,04012,4810
0,115900,0,04,04012,4811
0,33400,0,04,04012,4812
0,60500,0,04,04012,4813
0,48430,0,04,04012,4814
0,90000,0,04,04012,4815
0,9999999,1,04,04012,4816
0,45000,0,04,04012,4817
0,9999999,0,04,04012,4818
0,79010,0,04,04012,4819
0,398000,0,04,04012,4820
0,17300,0,04,04012,4821
0,108900,1,04,04012,4822
0,22000,1,04,04012,4823
0,116900,0,04,04012,4824
0,64000,0,04,04012,4825
0,9999999,0,04,04012,4826
0,9999999,0,04,04012,4827
650,34500,0,04,04012,4828
500,22100,0,04,04012,4829
2500,194700,0,04,04012,4830
0,9999999,0,04,04012,4831
0,9999999,0,04,04012,4832
0,6400,0,04,04012,4833
850,123100,0,04,04012,4834
0,79200,0,04,04012,4835
0,410300,0,04,04012,4836
700,21580,0,04,04012,4837
0,9999999,0,04,04012,4838
0,244000,0,04,04012,4839
900,74900,0,04,04012,4840
0,34000,0,04,04012,4841
0,9999999,0,04,04012,4842
0,23600,0,04,04012,4843
0,451500,0,04,04012,4844
0,35800,0,04,04012,4845
0,9999999,0,04,04012,4846
0,67100,0,04,04012,4847
0,17600,0,04,04012,4848
0,9999999,0,04,04012,4849
0,31700,0,04,04012,4850
0,9999999,0,04,04012,4851
980,55000,0,04,04012,4852
0,110600,0,04,04012,4853
0,91500,0,04,04012,4854
0,115000,0,04,04012,4855
0,68000,0,04,04012,4856
0,9999999,0,04,04012,4857
0,105200,0,04,04012,4858
0,215000,0,04,04012,4859
0,39700,0,04,04012,4860
0,71100,0,04,04012,4861
0,9999999,0,04,04012,4862
0,54000,0,04,04012,4863
0,9999999,0,04,04012,4864
0,24800,0,04,04012,4865
750,26500,0,04,04012,4866
0,26100,0,04,04012,4867
0,94000,0,04,04012,4868
0,25600,1,04,04012,4869
0,9999999,0,04,04012,4870
0,58000,0,04,04012,4871
0,120000,0,04,04012,4872
0,240000,0,04,04012,4873
0,9999999,0,04,04012,4874
0,55000,0,04,04012,4875
0,9999999,0,04,04012,4876
0,9999999,0,04,04012,4877
1100,103000,0,04,04012,4878
0,18300,0,04,04012,4879
0,50060,0,04,04012,4880
0,9999999,0,04,04012,4881
300,9400,1,04,04012,4882
0,9999999,0,04,04012,4883
0,110000,0,04,04012,4884
0,176000,0,04,04012,4885
0,44600,1,04,04012,4886
0,111600,0,04,04012,4887
0,29800,0,04,04012,4888
0,95500,0,04,04012,4889
0,108100,0,04,04012,4890
760,15800,1,04,04012,4891
0,90500,0,04,04012,4892
0,76400,0,04,04012,4893
0,21510,1,04,04012,4894
0,9999999,0,04,04012,4895
0,50000,0,04,04012,4896
0,18600,0,04,04012,4897
0,9999999,0,04,04012,4898
0,9999999,0,04,04012,4899
0,84300,0,04,04012,4900
0,12000,0,04,04012,4901
480,30800,1,04,04012,4902
0,248220,0,04,04012,4903
0,60000,0,04,04012,4904
0,55800,0,04,04012,4905
980,55000,1,04,04012,4906
2600,123800,0,04,04012,4907
0,87200,0,04,04012,4908
680,32800,0,04,04012,4909
2100,70000,0,04,04012,4910
0,9999999,0,04,04012,4911
0,59000,0,04,04012,4912
0,59200,1,04,04012,4913
290,19000,1,04,04012,4914
0,5450,1,04,04012,4915
0,29900,0,04,04012,4916
0,52200,0,04,04012,4917
0,333000,0,04,04012,4918
0,22100,0,04,04012,4919
0,9999999,0,04,04012,4920
0,139200,0,04,04012,4921
0,13000,1,04,04012,4922
900,88300,1,04,04012,4923
0,9999999,0,04,04012,4924
0,99800,0,04,04012,4925
0,6580,0,04,04012,4926
0,90000,0,04,04012,4927
0,69800,0,04,04012,4928
750,3900,0,04,04012,4929
0,70900,0,04,04012,4930
0,108000,0,04,04012,4931
0,137600,0,04,04012,4932
0,9999999,0,04,04012,4933
0,9999999,0,04,04012,4934
1200,24000,0,04,04012,4935
0,49200,0,04,04012,4936
0,-1900,0,04,04012,4937
0,9999999,0,04,04012,4938
0,9999999,0,04,04012,4939
0,56300,0,04,04012,4940
0,9999999,0,04,04012,4941
0,53410,0,04,04012,4942
0,45050,1,04,04012,4943
0,9999999,0,04,04012,4944
680,24500,0,04,04012,4945
0,80000,1,04,04012,4946
0,9999999,0,04,04012,4947
0,320000,0,04,04012,4948
0,47400,0,04,04012,4949
0,110000,0,04,04012,4950
0,61900,0,04,04012,4951
0,62300,0,04,04012,4952
700,45000,0,04,04012,4953
0,38600,0,04,04012,4954
1000,19000,0,04,04012,4955
0,9999999,0,04,04012,4956
500,35000,0,04,04012,4957
0,57600,0,04,04012,4958
0,71700,0,04,04012,4959
0,20560,1,04,04012,4960
0,37700,0,04,04012,4961
0,9999999,0,04,04012,4962
0,20000,0,04,04012,4963
0,362800,0,04,04012,4964
0,40000,0,04,04012,4965
0,9999999,0,04,04012,4966
120,55000,1,04,04012,4967
1500,89400,0,04,04012,4968
800,25000,0,04,04012,4969
0,9999999,0,04,04012,4970
0,9999999,0,04,04012,4971
0,60000,0,04,04012,4972
500,5100,0,04,04012,4973
0,9999999,0,04,04012,4974
0,64900,0,04,04012,4975
0,36000,0,04,04012,4976
0,131300,0,04,04012,4977
0,24000,0,04,04012,4978
0,64600,0,04,04012,4979
0,9999999,0,04,04012,4980
0,9999999,0,04,04012,4981
0,33700,0,04,04012,4982
0,9999999,0,04,04012,4983
0,24000,0,04,04012,4984
250,31300,0,04,04012,4985
0,60000,0,04,04012,4986
0,72100,0,04,04012,4987
1500,149000,0,04,04012,4988
880,26000,0,04,04012,4989
0,860,1,04,04012,4990
0,9200,1,04,04012,4991
0,116100,0,04,04012,4992
0,42200,0,04,04012,4993
0,44700,0,04,04012,4994
0,113800,1,04,04012,4995
0,65500,0,04,04012,4996
0,44800,0,04,04012,4997
0,14000,0,04,04012,4998
0,104400,0,04,04012,4999
0,74870,0,04,04012,5000
0,151900,0,04,04012,5001
0,47900,0,04,04012,5002
650,3120,0,04,04012,5003
0,30800,0,04,04012,5004
250,9000,1,04,04012,5005
0,47000,0,04,04012,5006
0,9999999,0,04,04012,5007
0,9999999,0,04,04012,5008
0,47200,0,04,04012,5009
1000,75000,0,04,04012,5010
0,94300,0,04,04012,5011
0,37400,0,04,04012,5012
0,26000,0,04,04012,5013
0,16000,0,04,04012,5014
630,18000,0,04,04012,5015
750,56000,0,04,04012,5016
0,9999999,0,04,04012,5017
0,9999999,0,04,04012,5018
0,70000,0,04,04012,5019
0,4600,1,04,04012,5020
0,104100,0,04,04012,5021
0,344000,0,04,04012,5022
0,89300,0,04,04012,5023
0,14800,0,04,04012,5024
0,0,1,04,04012,5025
0,383400,0,04,04012,5026
0,0,0,04,04012,5027
0,58000,0,04,04012,5028
0,58800,0,04,04012,5029
0,57700,1,04,04012,5030
0,60000,0,04,04012,5031
550,31600,0,04,04012,5032
0,49500,0,04,04012,5033
0,123200,0,04,04012,5034
1300,17400,0,04,04012,5035
0,27500,0,04,04012,5036
0,182000,1,04,04012,5037
0,83600,0,04,04012,5038
0,18000,0,04,04012,5039
0,32000,0,04,04012,5040
0,9999999,0,04,04012,5041
0,9999999,0,04,04012,5042
0,31000,0,04,04012,5043
0,36000,0,04,04012,5044
0,137000,0,04,04012,5045
0,14100,0,04,04012,5046
0,12000,0,04,04012,5047
1400,0,0,04,04012,5048
0,48500,0,04,04012,5049
0,80000,0,04,04012,5050
1000,23000,0,04,04012,5051
0,136000,0,04,04012,5052
0,22000,0,04,04012,5053
0,523000,0,04,04012,5054
1000,135000,0,04,04012,5055
0,134000,0,04,04012,5056
1300,120500,0,04,04012,5057
0,129000,0,04,04012,5058
0,75200,0,04,04012,5059
0,38200,0,04,04012,5060
0,74380,0,04,04012,5061
0,9999999,0,04,04012,5062
0,81300,0,04,04012,5063
990,33600,0,04,04012,5064
0,6000,0,04,04012,5065
0,83300,1,04,04012,5066
0,65800,0,04,04012,5067
0,81500,0,04,04012,5068
800,15000,0,04,04012,5069
0,9999999,1,04,04012,5070
0,46800,0,04,04012,5071
700,22600,0,04,04012,5072
0,60000,0,04,04012,5073
0,48200,0,04,04012,5074
0,74770,0,04,04012,5075
0,65800,0,04,04012,5076
400,22900,1,04,04012,5077
0,71500,0,04,04012,5078
0,9999999,0,04,04012,5079
0,18300,0,04,04012,5080
0,51500,0,04,04012,5081
2100,70800,0,04,04012,5082
960,36600,1,04,04012,5083
0,143000,0,04,04012,5084
0,9999999,0,04,04012,5085
0,42900,0,04,04012,5086
0,38200,0,04,04012,5087
0,22400,1,04,04012,5088
0,9999999,0,04,04012,5089
0,12200,0,04,04012,5090
850,26200,0,04,04012,5091
0,130000,0,04,04012,5092
0,255600,0,04,04012,5093
0,1013000,0,04,04012,5094
0,60400,0,04,04012,5095
0,10000,0,04,04012,5096
0,71400,0,04,04012,5097
0,41500,0,04,04012,5098
0,21800,0,04,04012,5099
0,9999999,0,04,04012,5100
680,30100,0,04,04012,5101
340,41600,0,04,04012,5102
0,9999999,0,04,04012,5103
0,9999999,0,04,04012,5104
0,24950,0,04,04012,5105
0,9999999,0,04,04012,5106
0,9999999,0,04,04012,5107
1200,30800,1,04,04012,5108
0,102700,0,04,04012,5109
0,9999999,0,04,04012,5110
0,111600,0,04,04012,5111
0,59800,0,04,04012,5112
0,62600,0,04,04012,5113
400,31200,0,04,04012,5114
0,16000,0,04,04012,5115
0,36500,0,04,04012,5116
0,50000,0,04,04012,5117
0,292900,0,04,04012,5118
1000,63000,0,04,04012,5119
0,213900,0,04,04012,5120
0,78840,0,04,04012,5121
0,495000,0,04,04012,5122
0,21600,0,04,04012,5123
0,9999999,0,04,04012,5124
0,59800,0,04,04012,5125
0,16800,0,04,04012,5126
0,24000,0,04,04012,5127
0,135000,0,04,04012,5128
430,76370,0,04,04012,5129
0,9999999,0,04,04012,5130
0,9000,1,04,04012,5131
0,9999999,0,04,04012,5132
0,86000,0,04,04012,5133
650,120000,0,04,04012,5134
0,57400,0,04,04012,5135
0,9999999,0,04,04012,5136
0,23000,1,04,04012,5137
0,37000,0,04,04012,5138
0,41600,0,04,04012,5139
480,39600,0,04,04012,5140
0,124200,0,04,04012,5141
1000,90000,0,04,04012,5142
0,2000,0,04,04012,5143
0,40500,0,04,04012,5144
0,13300,0,04,04012,5145
0,196000,0,04,04012,5146
0,21900,0,04,04012,5147
0,27800,0,04,04012,5148
0,39900,0,04,04012,5149
0,15400,0,04,04012,5150
0,114600,0,04,04012,5151
0,73500,0,04,04012,5152
0,19000,0,04,04012,5153
1100,17500,1,04,04012,5154
500,10000,0,04,04012,5155
650,67000,0,04,04012,5156
760,4600,0,04,04012,5157
830,57000,0,04,04012,5158
0,24000,0,04,04012,5159
0,32220,0,04,04012,5160
0,128000,0,04,04012,5161
0,23100,0,04,04012,5162
0,12100,0,04,04012,5163
0,9999999,0,04,04012,5164
0,49630,1,04,04012,5165
0,9999999,0,04,04012,5166
0,28800,1,04,04012,5167
0,125000,0,04,04012,5168
0,48000,0,04,04012,5169
1000,48600,0,04,04012,5170
0,233600,0,04,04012,5171
0,29300,0,04,04012,5172
0,15600,0,04,04012,5173
0,58600,0,04,04012,5174
0,112200,0,04,04012,5175
0,9999999,0,04,04012,5176
0,60500,0,04,04012,5177
0,9999999,0,04,04012,5178
0,35800,0,04,04012,5179
0,48260,0,04,04012,5180
0,22000,0,04,04012,5181
0,26200,0,04,04012,5182
0,161400,0,04,04012,5183
0,36000,0,04,04012,5184
0,9999999,0,04,04012,5185
0,57000,0,04,04012,5186
0,18000,0,04,04012,5187
0,15200,0,04,04012,5188
0,163600,0,04,04012,5189
0,75900,0,04,04012,5190
0,36000,0,04,04012,5191
0,6200,0,04,04012,5192
0,9999999,0,04,04012,5193
0,40600,0,04,04012,5194
0,138700,0,04,04012,5195
680,52400,1,04,04012,5196
0,9999999,0,04,04012,5197
0,52000,0,04,04012,5198
0,29000,0,04,04012,5199
0,9999999,0,04,04012,5200
0,62000,1,04,04012,5201
0,150000,0,04,04012,5202
0,22300,0,04,04012,5203
0,73000,0,04,04012,5204
0,15400,0,04,04012,5205
0,15800,1,04,04012,5206
0,9999999,0,04,04012,5207
790,33800,0,04,04012,5208
0,9999999,0,04,04012,5209
0,26800,0,04,04012,5210
0,99000,0,04,04012,5211
0,253600,0,04,04012,5212
730,15400,1,04,04012,5213
0,98000,0,04,04012,5214
400,51000,0,04,04012,5215
0,150000,0,04,04012,5216
0,0,0,04,04012,5217
0,9999999,0,04,04012,5218
0,9999999,0,04,04012,5219
600,23900,0,04,04012,5220
0,9999999,1,04,04012,5221
0,9000,0,04,04012,5222
0,9999999,0,04,04012,5223
1100,42000,0,04,04012,5224
0,118000,0,04,04012,5225
0,329000,0,04,04012,5226
0,73800,0,04,04012,5227
0,31000,0,04,04012,5228
0,38900,0,04,04012,5229
0,9999999,0,04,04012,5230
0,198000,0,04,04012,5231
0,9999999,0,04,04012,5232
0,6100,0,04,04012,5233
0,9999999,0,04,04012,5234
0,12000,0,04,04012,5235
0,46900,1,04,04012,5236
0,56200,0,04,04012,5237
0,70000,0,04,04012,5238
0,172000,0,04,04012,5239
0,123780,0,04,04012,5240
680,1400,1,04,04012,5241
0,46500,0,04,04012,5242
0,49500,0,04,04012,5243
700,29600,0,04,04012,5244
0,9999999,0,04,04012,5245
0,36700,1,04,04012,5246
0,44700,0,04,04012,5247
850,15000,0,04,04012,5248
1200,110900,0,04,04012,5249
500,19200,0,04,04012,5250
0,41500,0,04,04012,5251
500,80100,0,04,04012,5252
0,9999999,0,04,04012,5253
0,33600,0,04,04012,5254
0,40410,0,04,04012,5255
740,23000,0,04,04012,5256
0,98700,0,04,04012,5257
0,12500,0,04,04012,5258
0,65700,0,04,04012,5259
0,9999999,0,04,04012,5260
0,162800,0,04,04012,5261
0,92500,0,04,04012,5262
400,16000,0,04,04012,5263
0,24000,0,04,04012,5264
0,55000,0,04,04012,5265
0,57100,0,04,04012,5266
0,5000,0,04,04012,5267
0,8000,0,04,04012,5268
690,0,1,04,04012,5269
0,27900,0,04,04012,5270
0,9999999,0,04,04012,5271
0,107100,0,04,04012,5272
0,9999999,0,04,04012,5273
0,9999999,0,04,04012,5274
0,9999999,0,04,04012,5275
0,19000,0,04,04012,5276
0,9999999,0,04,04012,5277
0,40000,0,04,04012,5278
0,0,0,04,04012,5279
0,95760,0,04,04012,5280
0,32400,0,04,04012,5281
0,96000,0,04,04012,5282
0,24020,0,04,04012,5283
0,21900,0,04,04012,5284
0,37100,0,04,04012,5285
0,104900,0,04,04012,5286
0,140030,0,04,04012,5287
0,216300,0,04,04012,5288
0,1400,0,04,04012,5289
0,29000,1,04,04012,5290
0,96000,0,04,04012,5291
0,9999999,0,04,04012,5292
1000,59400,0,04,04012,5293
0,117900,0,04,04012,5294
0,9999999,0,04,04012,5295
0,54000,0,04,04012,5296
0,9999999,0,04,04012,5297
0,40200,0,04,04012,5298
790,52000,0,04,04012,5299
0,20310,1,04,04012,5300
0,15400,0,04,04012,5301
0,68000,0,04,04012,5302
0,69800,0,04,04012,5303
0,9999999,0,04,04012,5304
750,0,0,04,04012,5305
0,21600,0,04,04012,5306
0,190800,0,04,04012,5307
0,44000,0,04,04012,5308
0,9999999,0,04,04012,5309
0,100,0,04,04012,5310
700,239700,0,04,04012,5311
0,36120,0,04,04012,5312
820,3000,0,04,04012,5313
0,177000,0,04,04012,5314
0,9999999,0,04,04012,5315
0,12100,0,04,04012,5316
0,16000,0,04,04012,5317
0,70800,0,04,04012,5318
0,9999999,0,04,04012,5319
400,40800,0,04,04012,5320
0,50000,0,04,04012,5321
0,65600,0,04,04012,5322
850,34000,0,04,04012,5323
0,9999999,0,04,04012,5324
1300,3000,0,04,04012,5325
0,72600,0,04,04012,5326
0,9999999,0,04,04012,5327
0,9999999,0,04,04012,5328
0,746900,0,04,04012,5329
0,28800,0,04,04012,5330
0,20400,0,04,04012,5331
0,26200,0,04,04012,5332
0,92300,0,04,04012,5333
0,41100,0,04,04012,5334
0,105200,1,04,04012,5335
0,9999999,0,04,04012,5336
0,83000,0,04,04012,5337
0,23600,0,04,04012,5338
0,28700,0,04,04012,5339
0,9999999,0,04,04012,5340
0,118000,0,04,04012,5341
0,47000,1,04,04012,5342
0,65100,0,04,04012,5343
0,2850,0,04,04012,5344
0,9999999,0,04,04012,5345
0,180620,0,04,04012,5346
0,8500,0,04,04012,5347
920,25260,1,04,04012,5348
0,165500,0,04,04012,5349
0,52000,0,04,04012,5350
0,49000,0,04,04012,5351
750,28200,1,04,04012,5352
750,28800,0,04,04012,5353
0,30000,0,04,04012,5354
0,47300,0,04,04012,5355
0,21600,0,04,04012,5356
0,163000,0,04,04012,5357
800,790,1,04,04012,5358
0,9999999,0,04,04012,5359
0,19700,0,04,04012,5360
0,115000,0,04,04012,5361
0,9999999,0,04,04012,5362
0,43480,1,04,04012,5363
0,200,0,04,04012,5364
0,0,0,04,04012,5365
0,76700,0,04,04012,5366
380,31600,0,04,04012,5367
0,9999999,0,04,04012,5368
450,14200,0,04,04012,5369
0,126000,0,04,04012,5370
400,193600,1,04,04012,5371
0,60500,0,04,04012,5372
0,22100,0,04,04012,5373
890,61000,0,04,04012,5374
1700,12000,0,04,04012,5375
0,9999999,0,04,04012,5376
600,352000,0,04,04012,5377
0,9999999,0,04,04012,5378
1300,100000,0,04,04012,5379
0,74300,0,04,04012,5380
0,26000,0,04,04012,5381
1000,28000,0,04,04012,5382
1700,8000,0,04,04012,5383
0,62000,0,04,04012,5384
0,9999999,0,04,04012,5385
0,122000,0,04,04012,5386
0,29300,0,04,04012,5387
0,9999999,0,04,04012,5388
850,16250,0,04,04012,5389
0,5000,0,04,04012,5390
0,56900,0,04,04012,5391
0,9999999,0,04,04012,5392
0,17570,0,04,04012,5393
0,101000,0,04,04012,5394
0,65000,0,04,04012,5395
650,74400,0,04,04012,5396
0,23700,0,04,04012,5397
0,6200,0,04,04012,5398
0,79000,0,04,04012,5399
0,51800,0,04,04012,5400
0,61100,0,04,04012,5401
0,37500,0,04,04012,5402
0,56900,0,04,04012,5403
0,700,0,04,04012,5404
0,111000,0,04,04012,5405
0,214430,0,04,04012,5406
1100,89400,0,04,04012,5407
750,43300,0,04,04012,5408
0,5500,0,04,04012,5409
0,9999999,0,04,04012,5410
400,39600,0,04,04012,5411
0,10200,0,04,04012,5412
0,9000,1,04,04012,5413
0,17000,0,04,04012,5414
0,9999999,0,04,04012,5415
0,9999999,0,04,04012,5416
0,9999999,0,04,04012,5417
0,9999999,0,04,04012,5418
360,113600,0,04,04012,5419
0,134300,0,04,04012,5420
0,80000,0,04,04012,5421
0,39700,0,04,04012,5422
0,54500,0,04,04012,5423
0,118600,0,04,04012,5424
0,37000,0,04,04012,5425
0,27400,0,04,04012,5426
0,9999999,0,04,04012,5427
0,90000,0,04,04012,5428
0,5000,0,04,04012,5429
0,172000,0,04,04012,5430
1400,137500,1,04,04012,5431
0,99000,0,04,04012,5432
650,21000,0,04,04012,5433
780,10400,1,04,04012,5434
0,57400,0,04,04012,5435
0,42500,0,04,04012,5436
0,103000,0,04,04012,5437
0,49800,0,04,04012,5438
0,154000,0,04,04012,5439
800,71000,0,04,04012,5440
0,90600,0,04,04012,5441
0,21700,0,04,04012,5442
0,62600,1,04,04012,5443
0,79380,0,04,04012,5444
1500,70000,0,04,04012,5445
1300,74000,0,04,04012,5446
0,31200,0,04,04012,5447
0,39400,0,04,04012,5448
0,9999999,0,04,04012,5449
850,40300,1,04,04012,5450
0,9999999,0,04,04012,5451
0,9999999,0,04,04012,5452
0,72000,0,04,04012,5453
0,38000,0,04,04012,5454
0,9999999,0,04,04012,5455
0,9999999,0,04,04012,5456
0,78400,0,04,04012,5457
0,75000,1,04,04012,5458
620,65000,0,04,04012,5459
400,1300,0,04,04012,5460
0,9999999,0,04,04012,5461
0,12600,1,04,04012,5462
0,236000,0,04,04012,5463
0,50000,0,04,04012,5464
0,9999999,0,04,04012,5465
0,127000,0,04,04012,5466
0,88000,0,04,04012,5467
0,48900,0,04,04012,5468
0,28700,0,04,04012,5469
1100,45400,0,04,04012,5470
0,36180,0,04,04012,5471
0,9999999,0,04,04012,5472
0,9999999,0,04,04012,5473
0,103000,0,04,04012,5474
0,43400,1,04,04012,5475
0,50500,0,04,04012,5476
0,74300,0,04,04012,5477
0,135200,0,04,04012,5478
0,35000,0,04,04012,5479
0,32000,0,04,04012,5480
0,9999999,0,04,04012,5481
0,83300,1,04,04012,5482
0,21700,0,04,04012,5483
0,52500,0,04,04012,5484
0,9999999,0,04,04012,5485
650,43400,0,04,04012,5486
740,0,0,04,04012,5487
0,49500,0,04,04012,5488
0,9999999,0,04,04012,5489
500,28000,0,04,04012,5490
0,9999999,0,04,04012,5491
0,30000,0,04,04012,5492
0,36000,0,04,04012,5493
0,9999999,0,04,04012,5494
0,17400,0,04,04012,5495
1100,84300,1,04,04012,5496
0,9999999,0,04,04012,5497
0,14000,0,04,04012,5498
0,9500,1,04,04012,5499
970,50000,0,04,04012,5500
0,9999999,0,04,04012,5501
0,142000,0,04,04012,5502
0,37280,0,04,04012,5503
0,180000,0,04,04012,5504
500,70000,0,04,04012,5505
0,48300,0,04,04012,5506
0,9999999,0,04,04012,5507
0,121000,0,04,04012,5508
0,72800,0,04,04012,5509
0,57400,1,04,04012,5510
0,9999999,0,04,04012,5511
0,9999999,0,04,04012,5512
0,125000,0,04,04012,5513
0,250000,0,04,04012,5514
0,9999999,0,04,04012,5515
0,9999999,0,04,04012,5516
0,9999999,0,04,04012,5517
0,223600,0,04,04012,5518
600,19000,0,04,04012,5519
650,58000,0,04,04012,5520
0,39900,1,04,04012,5521
0,9999999,0,04,04012,5522
0,52800,0,04,04012,5523
0,77300,0,04,04012,5524
0,370000,0,04,04012,5525
0,9999999,0,04,04012,5526
0,34500,0,04,04012,5527
0,9999999,0,04,04012,5528
0,83740,0,04,04012,5529
0,29600,0,04,04012,5530
0,9999999,0,04,04012,5531
0,12010,0,04,04012,5532
0,33200,0,04,04012,5533
580,105800,0,04,04012,5534
0,32000,0,04,04012,5535
0,9999999,0,04,04012,5536
0,9999999,0,04,04012,5537
0,9999999,0,04,04012,5538
0,9999999,0,04,04012,5539
0,16200,0,04,04012,5540
0,87700,0,04,04012,5541
0,57100,0,04,04012,5542
