placekey,raw_visitor_counts,distance_from_home,median_dwell,cluster,location_name,top_category,sub_category,latitude,longitude,city,region,pred_sub_category
22b-222@8ts-d5x-vzz,5.459585514144159,7.979338895262328,2.6390573296152584,1,El Bronco Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.465443,-112.19558,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
225-222@5zb-xjy-4qf,3.091042453358316,10.091666918814242,2.0794415416798357,2,ampm,Grocery Stores,Convenience Stores,33.582523,-111.92537,Scottsdale,AZ,Convenience Stores
22b-222@5zb-xcx-t35,4.983606621708336,9.207937487359873,2.302585092994046,2,Circle K,Grocery Stores,Convenience Stores,33.45076,-112.10387,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-224@8th-mtv-5zz,6.016157159698354,10.712103982902187,2.70805020110221,2,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,34.242283,-111.32091,Payson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
226-222@8ts-zgj-pvz,4.330733340286331,8.702344075220351,3.332204510175204,3,Sunshine Convenience Mart,Grocery Stores,Convenience Stores,33.421722,-111.88337,Tempe,AZ,Convenience Stores
zzw-222@8ts-z9z-ks5,5.978885764901122,8.481151420068972,2.0794415416798357,1,7-Eleven,Grocery Stores,Convenience Stores,33.336277,-111.75484,Gilbert,AZ,Convenience Stores
zzw-224@5zb-t2h-nnq,6.714170529909472,8.519789817263504,2.833213344056216,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,34.554207,-112.48229,Prescott,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-wth-8gk,5.493061443340548,9.608579434992608,2.0794415416798357,2,Circle K,Grocery Stores,Convenience Stores,33.669514,-112.08341,Phoenix,AZ,Convenience Stores
222-222@8ts-zdj-zzz,7.4413203897176174,8.144969417087875,2.302585092994046,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.290958,-111.71976,Gilbert,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-222@8ts-3ps-brk,4.5217885770490405,8.808219665118408,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,32.192692,-110.87457,Tucson,AZ,Convenience Stores
222-222@8ts-d78-9vf,5.241747015059643,8.00469951054955,2.302585092994046,1,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.431068,-112.34572,Avondale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
225-222@8ts-3pr-cdv,5.153291594497779,8.703506769479729,2.833213344056216,1,Moan's Oriental Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.198067,-110.87568,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-zcv-gx5,4.8283137373023015,8.9082888855571,2.0794415416798357,2,Circle K,Grocery Stores,Convenience Stores,33.292686,-111.78875,Gilbert,AZ,Convenience Stores
zzw-223@5zb-wwg-6kz,6.395261598115449,8.157370441186774,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,33.599236,-111.98978,Phoenix,AZ,Convenience Stores
zzw-222@8ts-ydb-dy9,4.787491742782046,9.23863624113103,2.0794415416798357,2,Pinal Food Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.031776,-111.38774,Florence,AZ,Convenience Stores
222-225@8ts-zc5-cdv,3.5553480614894135,9.266058860732526,1.9459101490553132,2,Fast Market,Grocery Stores,Convenience Stores,33.320843000000004,-111.72211,Gilbert,AZ,Convenience Stores
zzy-222@8th-73z-xqz,3.2188758248682006,9.3729692954244,1.6094379124341003,2,Mustang Conoco Gasoline & Convenience Store,Grocery Stores,Convenience Stores,34.152103,-109.97369,Pinetop-Lakeside,AZ,Convenience Stores
224-222@5zb-xdt-jy9,3.828641396489095,9.915169057309965,3.4339872044851463,3,Desert Drinks And Exotics,Grocery Stores,Convenience Stores,33.465549,-112.04388,Phoenix,AZ,Convenience Stores
226-224@8ts-zrs-sdv,6.651571873589727,8.09376775793108,3.044522437723423,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.450291,-111.70288,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-xfy-s89,4.672828834461906,9.127719343287845,1.791759469228055,2,4 Sons Food Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.638283,-112.32436,Surprise,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-22d@5zb-xnt-249,5.771441123130016,8.552174160311482,2.6390573296152584,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.510628,-111.91059,Scottsdale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-zbg-zj9,4.30406509320417,8.845921233304018,2.4849066497880004,2,M & R Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.392498,-111.82246,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-224@8tt-7xq-yjv,2.6390573296152584,9.493261127326253,3.295836866004329,3,Brownie Brokerage,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,31.452061,-110.97401,Rio Rico,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-222@8ts-6wg-s5z,3.970291913552122,9.067393362656249,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,31.899586,-110.99449,Green Valley,AZ,Convenience Stores
223-222@5zb-xj8-nqz,3.295836866004329,8.936298185228436,3.7727609380946383,3,Denmark Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.5639,-112.22512,Peoria,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzy-222@8ts-3md-t9z,3.4011973816621555,9.500020447090638,3.1570004211501135,3,Flora's Market Run,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.228153,-110.93402,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22f-222@8ts-zhy-ks5,4.127134385045092,8.938925271988273,2.0794415416798357,2,Jz Market,Grocery Stores,Convenience Stores,33.378155,-111.89083,Mesa,AZ,Convenience Stores
22c-222@8ts-zbm-bff,5.1647859739235145,7.5251007461258,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,33.393047,-111.81383,Mesa,AZ,Convenience Stores
222-222@8ts-ckg-5cq,6.194405391104672,9.292012520620208,2.9444389791664403,2,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.880688,-111.73642,Casa Grande,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-224@8sc-r8p-nbk,4.955827057601261,8.082402253926244,2.5649493574615367,1,Del Sol,Grocery Stores,Convenience Stores,32.721802,-114.62491,Yuma,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-223@8ts-zfn-n3q,6.803505257608338,8.21959545417708,2.9444389791664403,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.394028,-111.94123,Tempe,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-223@8ts-zyg-54v,3.2188758248682006,7.583756300707112,2.995732273553991,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.32185,-111.87482,Chandler,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzy-222@8ts-zfh-r8v,2.6390573296152584,8.152774052744075,2.3978952727983707,1,Limited Too,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.429836,-111.90649,Tempe,AZ,Supermarkets and Other Grocery (except Convenience) Stores
226-222@8ts-zfw-yjv,4.634728988229636,7.524021415206125,2.302585092994046,1,Mr J's Market,Grocery Stores,Convenience Stores,33.46611,-112.01255,Phoenix,AZ,Convenience Stores
225-224@8ts-3mb-9j9,6.075346031088684,8.927314111060596,2.0794415416798357,2,Corner Store,Grocery Stores,Convenience Stores,32.206467,-110.95574,Tucson,AZ,Convenience Stores
zzy-227@5z9-dbq-psq,2.1972245773362196,10.278733974060291,2.0794415416798357,2,The Mineshaft Market,Grocery Stores,Convenience Stores,35.414211,-114.19869,Chloride,AZ,Convenience Stores
zzw-222@5zb-xbp-p7q,3.6375861597263857,9.112948025967533,2.70805020110221,3,New Tokyo Food Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.552761,-112.13323,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-zk2-cnq,6.39024066706535,8.418256443556213,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,33.393883,-111.59755,Mesa,AZ,Convenience Stores
223-222@5zb-x66-99f,5.8289456176102075,9.169101623959586,2.70805020110221,2,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.675747,-111.88817,Scottsdale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-229@8ts-zgv-wtv,5.293304824724492,8.54752839121231,2.9444389791664403,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.495762,-111.91606,Scottsdale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
236-222@8ts-zgv-qxq,4.976733742420574,8.849083518532339,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,33.488037,-111.90947,Scottsdale,AZ,Convenience Stores
222-222@8ts-d5m-psq,4.74493212836325,9.64510534912921,2.0794415416798357,2,4 Sons Food Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.460274,-112.34023,Avondale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22f-222@5zb-xbs-pgk,1.791759469228055,9.130214327496898,4.343805421853684,3,Benchris African Caribbean Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.517735,-112.15213,Glendale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
228-222@5zb-wwg-3wk,6.959398512133975,7.8504931808711405,2.9444389791664403,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.597927,-112.15014,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzy-224@8tt-tsh-e35,3.044522437723423,9.262932822095353,2.5257286443082556,3,Red Mountain Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,31.539314,-110.75434,Patagonia,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@5zb-w6k-jjv,1.791759469228055,10.149370590819828,3.2771447329921766,3,Circle K,Grocery Stores,Convenience Stores,33.965893,-112.73508,Wickenburg,AZ,Convenience Stores
zzw-222@8ts-3pb-rhq,3.6888794541139363,9.516058806914062,3.2386784521643803,3,Johnny's Complete Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.238976,-110.99222,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-xcn-6ff,6.021023349349527,7.932362154339751,2.6390573296152584,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.539417,-112.06232,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-d2w-kj9,5.749392985908253,9.29771001811309,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,33.40728,-112.04752,Phoenix,AZ,Convenience Stores
zzw-222@8ts-zdf-g6k,4.804021044733257,8.180320874773685,1.9459101490553132,1,ampm,Grocery Stores,Convenience Stores,33.305389,-111.86092,Chandler,AZ,Convenience Stores
22n-222@8ts-3md-t5f,4.6443908991413725,9.258082367961604,3.784189633918261,3,Rincon Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.228127,-110.93497,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-222@5zb-xcv-wp9,5.84354441703136,9.386727689281946,2.0794415416798357,2,Circle K,Grocery Stores,Convenience Stores,33.43734,-112.11776,Phoenix,AZ,Convenience Stores
zzw-222@8sc-xdt-kzz,5.75890177387728,7.242797922793756,2.6390573296152584,1,IGA,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.596348,-114.71044,Somerton,AZ,Supermarkets and Other Grocery (except Convenience) Stores
226-222@5zb-xcz-7qz,4.997212273764115,8.588024372176829,2.302585092994046,1,Carniceria El Camino,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.465649,-112.12761,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-222@5zb-xcn-6rk,3.5263605246161616,9.083529205109796,2.1972245773362196,2,Imperial Kosher Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.537891,-112.06355,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22h-222@8ts-366-3bk,5.857933154483459,9.200593020521303,2.8903717578961645,2,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.336578,-110.97819,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8sc-xqt-9vf,2.1972245773362196,8.832587702434553,3.960813169597578,3,3 Star Lettuce,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.682072,-114.56647,Yuma,AZ,Supermarkets and Other Grocery (except Convenience) Stores
225-222@5zb-xb8-zvf,5.272999558563747,8.349957272040324,2.302585092994046,1,A & S Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.508636,-112.09091,Phoenix,AZ,Convenience Stores
226-224@8tt-w4y-z9f,3.1780538303479458,9.293669979563187,1.9459101490553132,2,Express Stop,Grocery Stores,Convenience Stores,31.411329,-109.8785,Bisbee,AZ,Convenience Stores
zzw-223@5zb-wwt-t9z,6.317164686747284,8.571681376700306,3.1780538303479458,1,Sprouts Farmers Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.637215,-112.18103,Glendale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-xh6-cdv,1.9459101490553132,8.62191350218664,3.4011973816621555,3,McClendon's Select,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.629356,-112.2272,Peoria,AZ,Supermarkets and Other Grocery (except Convenience) Stores
229-222@8ts-3h7-5j9,3.1780538303479458,8.326274787396764,4.204692619390966,3,Arizona Tomato Distributors,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.217709,-110.81343,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-224@8tg-8yy-d35,3.9889840465642745,7.886457270977689,2.302585092994046,1,Circle K,Grocery Stores,Convenience Stores,35.026505,-110.7024,Winslow,AZ,Convenience Stores
222-223@8ts-zb7-h89,3.58351893845611,8.304989580140361,1.791759469228055,1,Diamond Shamrock Store 1645,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.307369,-111.75471,Gilbert,AZ,Supermarkets and Other Grocery (except Convenience) Stores
227-222@8tg-hvn-99f,3.8918202981106265,8.545002892055505,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,35.212154,-111.60595000000001,Flagstaff,AZ,Convenience Stores
222-227@5zb-vnj-skf,4.23410650459726,7.890956716138919,2.302585092994046,1,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.509502,-112.33929,Litchfield Park,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-227@5zb-wxb-c89,5.817111159963204,8.134760782418645,2.8903717578961645,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.608723,-112.06699,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzy-222@5zb-xds-bc5,4.897839799950911,9.732105935780508,2.3978952727983707,2,Southwest Mushrooms,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.45573,-112.07307,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-3nx-7h5,3.332204510175204,8.246171559857563,1.9459101490553132,1,ampm,Grocery Stores,Convenience Stores,32.180145,-110.95553,Tucson,AZ,Convenience Stores
225-222@5zb-xkh-ysq,6.037870919922137,9.218804450388312,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,33.639858,-111.95935,Scottsdale,AZ,Convenience Stores
222-222@5zb-wtt-6hq,4.276666119016055,8.56388591940822,2.4849066497880004,1,Craft Beer Quick Stop,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.656528,-112.06506,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-224@5zb-xgj-kzz,6.068425588244111,7.9561263512135,2.8903717578961645,1,Albertsons,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.597664,-112.16719,Glendale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@5zb-xkm-mtv,5.616771097666572,8.65067458279072,2.8903717578961645,1,Smart & Final,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.612473,-111.97622,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-228@5zb-xcp-bff,1.9459101490553132,9.403766708502243,2.2512917986064953,3,De La Ana European Delicatessen Store,Grocery Stores,Convenience Stores,33.551949,-112.1004,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22b-222@8sc-r8p-r49,3.4657359027997265,8.418918622147897,4.394449154672439,3,Hom's Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.719334,-114.62245,Yuma,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-224@5zb-xm4-dgk,6.661854740545311,8.868835492826895,3.044522437723423,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.580837,-111.88965,Scottsdale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-xc7-hyv,5.3612921657094255,8.859931469616097,2.6390573296152584,1,Smart & Final,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.495674,-112.02232,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
226-222@8ts-zdb-ty9,4.477336814478207,8.327726166461412,2.2512917986064953,1,Carniceria El Herradero,Grocery Stores,Convenience Stores,33.298634,-111.84303,Chandler,AZ,Convenience Stores
22j-222@8ts-zg2-bp9,4.59511985013459,9.113499020526627,2.1972245773362196,2,Circle K,Grocery Stores,Convenience Stores,33.479744,-111.97771,Phoenix,AZ,Convenience Stores
222-222@8ts-zhz-tjv,4.997212273764115,8.220941168281389,3.044522437723423,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.379356,-111.91095,Tempe,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-zff-cyv,3.871201010907891,8.259716961021523,2.70805020110221,1,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.422394,-111.92484,Tempe,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-zr9-kzz,5.313205979041787,8.029758520440822,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,33.415977,-111.75424,Mesa,AZ,Convenience Stores
222-222@5zb-xg4-kmk,5.529429087511423,8.314832179284556,2.833213344056216,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.638603,-112.29228,Sun City,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzy-222@8ts-zn8-8vz,4.174387269895637,9.39465993143281,2.1972245773362196,2,Circle K,Grocery Stores,Convenience Stores,33.37878,-111.68884,Gilbert,AZ,Convenience Stores
223-222@8ts-zj7-k75,4.890349128221754,8.881558488638976,2.302585092994046,2,7-Eleven,Grocery Stores,Convenience Stores,33.334576,-111.87701,Chandler,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8sc-xqj-vcq,4.04305126783455,8.574895901544526,2.995732273553991,3,Green Trees Grocery Outlet,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.709,-114.61637,Yuma,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-225@8ts-zxk-yy9,6.150602768446279,9.200087995511831,2.772588722239781,2,AJ's Fine Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.317944,-111.96443,Chandler,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-d4y-fvf,7.252762418053187,7.81762544305337,2.9444389791664403,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.433979,-112.3043,Avondale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@5zb-wtj-yqf,4.02535169073515,7.660585461703256,1.9459101490553132,1,ampm,Grocery Stores,Convenience Stores,33.683117,-112.11676,Phoenix,AZ,Convenience Stores
222-222@8sc-r8m-3h5,5.568344503761097,7.820840879907344,2.302585092994046,1,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.713898,-114.6352,Yuma,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@5zb-xd2-5mk,4.499809670330265,8.246433786160365,2.3513752571634776,1,Carniceria Guasave,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.466293,-112.13796,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@5zb-xb5-xdv,4.990432586778736,8.124743020385568,1.9459101490553132,1,Hacienda Carniceria La,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.502392,-112.11668,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22m-222@8ts-3j2-bx5,5.407171771460119,8.102889134640868,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,32.220398,-110.78929,Tucson,AZ,Convenience Stores
222-226@8tt-22j-mkz,5.7430031878094825,8.751949058058614,1.791759469228055,2,Corner Store,Grocery Stores,Convenience Stores,33.249222,-111.62728,Queen Creek,AZ,Convenience Stores
zzy-222@8tr-zb7-249,6.20050917404269,9.56976154158294,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,32.338295,-111.06244,Marana,AZ,Convenience Stores
222-225@5zb-x8k-ysq,6.0014148779611505,8.601718146485926,2.4849066497880004,1,Albertsons,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.79987,-112.12698,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-223@8ts-zd4-vvf,5.0369526024136295,8.721113147762688,2.70805020110221,1,El Rancho Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.322311,-111.84274,Chandler,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-xk9-pd9,4.1588830833596715,9.261983605128021,3.1354942159291497,3,Circle K,Grocery Stores,Convenience Stores,33.575081,-111.90439,Scottsdale,AZ,Convenience Stores
223-222@5zb-xd2-qs5,5.099866427824199,9.372629275019902,2.4849066497880004,2,Circle K,Grocery Stores,Convenience Stores,33.421898,-112.13515,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@8ts-zxx-3yv,5.921578419643816,8.255048902752295,2.995732273553991,1,Sprouts Farmers Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.264763,-111.85629,Chandler,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-223@8ts-2dt-z2k,4.330733340286331,8.90557995798965,2.302585092994046,2,IGA,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.749481,-111.54881,Eloy,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-6y3-7wk,4.48863636973214,9.448805939388178,2.3978952727983707,2,La VaKita,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,31.86993,-110.99142,Green Valley,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@8ts-3px-6tv,5.429345628954441,9.041329829241901,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,32.178547,-110.9172,Tucson,AZ,Convenience Stores
zzy-224@8ts-d4y-ghq,4.543294782270004,8.031710375322042,2.2512917986064953,1,Circle K,Grocery Stores,Convenience Stores,33.434975,-112.29762,Avondale,AZ,Convenience Stores
zzw-222@5zb-xd5-w6k,4.204692619390966,9.09459276343187,2.833213344056216,3,Eddies Food Market,Grocery Stores,Convenience Stores,33.437023,-112.11261,Phoenix,AZ,Convenience Stores
222-222@8sc-r8m-dvz,5.877735781779639,7.857093864902493,2.70805020110221,1,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.699867,-114.65186,Yuma,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8tr-zb4-qzz,4.941642422609304,8.175829008714597,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,32.33773,-111.02917,Tucson,AZ,Convenience Stores
223-222@5zb-xkd-skf,5.697093486505405,8.00836557031292,2.995732273553991,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.62434,-111.97901,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-225@8ts-zfj-3dv,2.833213344056216,9.77945377161268,2.740840023925201,3,Jacksons Food Stores,Grocery Stores,Convenience Stores,33.429626,-111.89942,Tempe,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-223@8ts-d5x-2kz,5.10594547390058,9.336356092559043,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,33.436291,-112.16894,Phoenix,AZ,Convenience Stores
222-223@5zb-xgn-6ff,3.58351893845611,7.0967213784947605,1.9459101490553132,1,Diamond Shamrock,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.566597,-112.2034,Glendale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-ckh-7t9,5.6937321388027,9.313528529772352,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,32.878883,-111.72665,Casa Grande,AZ,Convenience Stores
226-223@5zb-xds-7wk,4.564348191467836,10.220594923172552,3.367295829986474,3,Shrubwell,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.458454,-112.07099,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@8ts-zfp-649,5.384495062789089,9.756957759840232,2.0794415416798357,2,Circle K,Grocery Stores,Convenience Stores,33.407776,-111.96136,Tempe,AZ,Convenience Stores
zzy-225@5z9-rht-n89,6.210600077024653,8.782936356349264,2.995732273553991,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,34.587387,-112.32976,Prescott Valley,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-3my-kzz,4.553876891600541,8.429235912657095,1.791759469228055,1,7-Eleven,Grocery Stores,Convenience Stores,32.243839,-110.87584,Tucson,AZ,Convenience Stores
224-222@8tr-zb8-sh5,5.1647859739235145,7.987184748233473,2.5649493574615367,1,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.358028,-111.0445,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-223@8ts-znb-3t9,4.343805421853684,8.117610746466228,2.9444389791664403,1,Albertsons,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.377594,-111.63351,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
227-222@8ts-d2y-kmk,3.1780538303479458,9.245514446983837,2.1400661634962708,2,ampm,Grocery Stores,Convenience Stores,33.407352,-112.08259,Phoenix,AZ,Convenience Stores
zzw-222@5zb-xns-jy9,4.143134726391533,9.817493839369153,2.0794415416798357,2,7-Eleven,Grocery Stores,Convenience Stores,33.524353,-111.89964,Scottsdale,AZ,Convenience Stores
zzw-222@8ts-zcg-4gk,6.666956792429207,7.997326822998097,2.9444389791664403,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.417099,-111.73455,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
