placekey,raw_visitor_counts,distance_from_home,median_dwell,cluster,location_name,top_category,sub_category,latitude,longitude,city,region,pred_sub_category
zzw-222@5zb-xdp-qvf,4.955827057601261,9.268609280100158,2.0794415416798357,2,Circle K,Grocery Stores,Convenience Stores,33.451569,-112.05936,Phoenix,AZ,Convenience Stores
224-223@5zb-wx7-xyv,3.713572066704308,8.640118538253535,3.349904087274605,3,Turmeric Indian Cash and Carry,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.639713,-112.0562,Phoenix,AZ,Convenience Stores
zzw-222@5zb-xbq-3yv,5.459585514144159,9.37982994995476,3.044522437723423,2,Baiz Fresh Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.555046,-112.11864,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-223@5zb-xdj-5zz,4.330733340286331,8.044305406990638,2.1972245773362196,1,ampm,Grocery Stores,Convenience Stores,33.480942,-112.20416,Phoenix,AZ,Convenience Stores
223-223@8ts-3mz-nbk,5.1647859739235145,8.430109084509125,2.9444389791664403,1,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.266598,-110.89397,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@8ts-zcf-hqz,5.332718793265369,8.4096079807363,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,33.415089,-111.73581,Mesa,AZ,Convenience Stores
zzy-222@8ts-d2w-kmk,4.290459441148391,9.678028823264478,4.174387269895637,3,All About Food,Grocery Stores,Convenience Stores,33.407116,-112.04591,Phoenix,AZ,Convenience Stores
zzw-223@5zb-xdq-rff,2.3978952727983707,9.693445303141573,4.290459441148391,3,Romney David Produce,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.445404,-112.04654,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-3n3-yn5,4.897839799950911,8.922124823918258,2.4849066497880004,2,Natural Grocers,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.272644,-110.87319,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@8ts-zbr-v2k,5.288267030694535,9.021115038865434,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,33.359867,-111.78933,Gilbert,AZ,Convenience Stores
222-222@5zb-wzq-q2k,7.518607216815252,8.53168763756669,2.833213344056216,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.714207,-112.26813,Peoria,AZ,Supermarkets and Other Grocery (except Convenience) Stores
229-222@5zb-xbp-zxq,3.8501476017100584,7.611347717403621,2.302585092994046,1,Dijlah Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.555191,-112.11756,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@8ts-z9z-skf,2.9444389791664403,8.900685318713995,2.1972245773362196,2,Midnight Taco,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.334927,-111.76003,Gilbert,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@5zb-vdd-kzz,6.873163834212518,9.471550124096849,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,33.442089,-112.55575,Buckeye,AZ,Convenience Stores
223-225@8ts-d27-7yv,7.4342573821331355,8.3030093814735,2.995732273553991,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.379414,-112.17034,Laveen,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-225@8ts-v32-6ff,5.680172609017068,9.31325790598287,2.70805020110221,2,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.366352,-111.47498,Gold Canyon,AZ,Supermarkets and Other Grocery (except Convenience) Stores
229-222@5zb-xbw-9s5,3.6635616461296463,9.046055177668327,3.1780538303479458,3,Circle K,Grocery Stores,Convenience Stores,33.538933,-112.11062,Phoenix,AZ,Convenience Stores
222-223@8ts-yc9-f4v,5.497168225293202,8.365672383774996,2.70805020110221,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.062599,-111.48385,Florence,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-zgj-zs5,5.703782474656201,8.906935339059165,2.0794415416798357,2,Circle K,Grocery Stores,Convenience Stores,33.415436,-111.89252,Tempe,AZ,Convenience Stores
zzw-222@8tg-7wr-sdv,3.7612001156935624,9.202812105555392,3.044522437723423,3,Shepherds Kitchen and Thrift,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,34.504036,-110.08471,Snowflake,AZ,Supermarkets and Other Grocery (except Convenience) Stores
225-222@8ts-d2v-w8v,4.51085950651685,8.432941638968646,2.302585092994046,1,Carniceria Mexico,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.405163,-112.09994,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-cw6-vcq,6.192362489474872,8.568266461600238,1.791759469228055,1,Elliot Market,Grocery Stores,Convenience Stores,33.355885,-112.43197,Goodyear,AZ,Convenience Stores
227-222@8ts-365-j7q,5.123963979403259,8.969541885423252,2.302585092994046,2,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.350479,-110.97317,Oro Valley,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@8sc-xqr-tsq,5.6131281063880705,8.183955717304954,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,32.683666,-114.61639,Yuma,AZ,Convenience Stores
222-222@8tt-254-hqz,5.8888779583328805,8.174984532943087,2.1972245773362196,1,Circle K,Grocery Stores,Convenience Stores,33.204891,-111.58337,San Tan Valley,AZ,Convenience Stores
226-222@8ts-3n2-7h5,6.042632833682381,8.86953877719374,2.833213344056216,1,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.249874,-110.89093,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-223@5zb-xn5-rp9,4.882801922586371,9.263975921142093,1.9459101490553132,2,7-Eleven,Grocery Stores,Convenience Stores,33.582111,-112.01253,Phoenix,AZ,Convenience Stores
22c-222@8ts-3mc-nh5,5.4680601411351315,9.27058845232154,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,32.235661,-110.96905,Tucson,AZ,Convenience Stores
zzw-225@5zb-wtq-d7q,2.9444389791664403,8.781248333236862,3.044522437723423,3,Lotus International Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.653015,-112.09841,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-226@8ts-792-92k,3.8501476017100584,7.844240718141811,1.791759469228055,1,Fast Market,Grocery Stores,Convenience Stores,32.149109,-111.01244,Tucson,AZ,Convenience Stores
228-223@5zb-vgc-x89,5.966146739123692,8.350193650720067,2.4849066497880004,1,Butcher & Farmer Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.370682,-112.58826,Buckeye,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@8ts-n8c-mp9,4.969813299576001,8.629271094821588,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,32.824261,-109.70801,Safford,AZ,Convenience Stores
228-222@5zb-xbz-vzz,3.295836866004329,8.722905701000768,3.5263605246161616,3,Loose Leaf Tea Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.50724,-112.03731,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-xbw-94v,5.472270673671475,8.523572798380277,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,33.538864,-112.11728,Phoenix,AZ,Convenience Stores
226-223@5zb-xn5-nyv,3.828641396489095,7.380879035564116,2.302585092994046,1,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.583569,-112.01164,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@5zb-xcm-j5f,2.3978952727983707,7.67693714581808,3.295836866004329,3,Circle K,Grocery Stores,Convenience Stores,33.57468,-112.06543,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-x7c-xkf,3.295836866004329,7.767687277186908,2.302585092994046,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.865093,-112.13895,Anthem,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-223@8ts-3pr-c3q,4.31748811353631,9.464051924856811,2.70805020110221,2,Nick's Sari Sari Store,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.198643,-110.87463,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@5zb-xcw-t5f,4.290459441148391,8.380456667842767,2.3978952727983707,1,Circle K,Grocery Stores,Convenience Stores,33.465504,-112.15126,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-224@5zb-xcz-tn5,3.5553480614894135,9.442404020664952,2.3978952727983707,2,Shamrock Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.476177,-112.12262,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-222@5zb-t2f-rrk,5.968707559985366,8.943375541113124,2.9444389791664403,1,Sprouts Farmers Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,34.546871,-112.46764,Prescott,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-224@5zb-xgk-6zf,6.045005314036012,8.46252579007393,1.791759469228055,1,Corner Store,Grocery Stores,Convenience Stores,33.624683,-112.20201,Glendale,AZ,Convenience Stores
zzw-224@5z9-t63-s3q,5.8664680569332965,8.607947554684701,2.9444389791664403,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,34.727409,-112.0078,Cottonwood,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-223@8ts-zjt-nyv,5.049856007249537,7.747164966520335,3.091042453358316,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.413769,-111.57961,Apache Junction,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-223@8ts-zbg-y35,4.77912349311153,8.722417141427496,2.3978952727983707,1,ampm,Grocery Stores,Convenience Stores,33.392879,-111.8235,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-227@8ts-792-92k,2.4849066497880004,7.316548177182976,1.6094379124341003,1,Corner Store,Grocery Stores,Convenience Stores,32.14909,-111.01244,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-224@8tg-hvr-7nq,6.495265555937008,9.15133319139615,2.772588722239781,2,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,35.225853,-111.57858,Flagstaff,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-3nt-tgk,4.07753744390572,7.271703706887368,1.9459101490553132,1,Mi Ranchito Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.191784,-111.00307,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-223@8ts-zhc-y5f,3.2188758248682006,7.612336837167746,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,33.34832,-111.97986,Phoenix,AZ,Convenience Stores
zzw-224@8ts-3pc-j7q,5.087596335232384,8.099857910737585,2.302585092994046,1,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.228565,-110.99084,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@8tt-pgs-94v,5.424950017481403,8.923591197573002,1.791759469228055,2,Fast Market,Grocery Stores,Convenience Stores,31.555109,-110.25824,Sierra Vista,AZ,Convenience Stores
222-225@8ts-zdk-35z,5.560681631015528,8.456806041401142,1.791759469228055,1,Fast Market,Grocery Stores,Convenience Stores,33.292004,-111.72182,Gilbert,AZ,Convenience Stores
zzy-223@8ts-r75-sqz,3.044522437723423,9.75718929491883,2.1972245773362196,2,Chaparral Convenience Store,Grocery Stores,Convenience Stores,32.621964,-110.79936,Oracle,AZ,Convenience Stores
224-222@5zb-xbb-f75,5.017279836814924,8.217978203150732,2.995732273553991,1,Stop & Shop On 23rd,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.524872,-112.10867,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-zgm-brk,4.0943445622221,10.340354423783824,3.9219733362813143,3,Epicurean Fine Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.409748,-111.83754,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-222@8ts-zh8-jvz,5.099866427824199,8.622813673279921,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,33.363514,-111.92814,Tempe,AZ,Convenience Stores
zzw-222@5zb-3mc-skf,3.4657359027997265,10.64830170765649,2.3978952727983707,2,Walapai Market,Grocery Stores,Convenience Stores,35.529324,-113.42606,Peach Springs,AZ,Convenience Stores
zzw-223@5zb-v5t-9j9,4.454347296253507,8.891649112650057,2.9444389791664403,3,Albertsons,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.655998,-112.37617,Surprise,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@5zb-xb8-xqz,6.608000625296087,8.283241441385425,3.044522437723423,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.51133,-112.0855,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-223@5zb-xfk-mx5,1.791759469228055,9.583970756564328,3.044522437723423,3,The Dented Can,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.579929,-112.26482,Peoria,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@8ts-zgv-sqz,5.945420608606575,8.449556542700426,2.4849066497880004,1,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.493629,-111.90749,Scottsdale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-226@8ts-d34-vpv,6.447305862541213,8.070906088787819,2.5649493574615367,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.390491,-112.04929,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzy-223@5z9-4sd-j9z,5.030437921392435,7.6093665379542115,2.302585092994046,1,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,34.573391,-113.17896,Bagdad,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-223@8tt-7xq-yjv,2.6390573296152584,9.246961555431827,4.454347296253507,3,Tutuli Produce,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,31.452047,-110.97403,Rio Rico,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-223@8ts-zdn-92k,7.380879035564116,8.830396801098097,3.044522437723423,1,WinCo Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.293736,-111.74863,Gilbert,AZ,Supermarkets and Other Grocery (except Convenience) Stores
227-222@5zb-xfy-ty9,4.2626798770413155,9.30301070681749,2.1972245773362196,2,Butcher Bob's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.63765,-112.31114,Surprise,AZ,Convenience Stores
226-228@5zb-xbw-ty9,6.568077911411976,8.337109129562474,3.044522437723423,1,Cardenas Markets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.537514,-112.13288,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22c-222@8ts-3mz-tsq,4.941642422609304,8.84505705350085,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,32.250927,-110.90093,Tucson,AZ,Convenience Stores
223-223@8ts-zxk-x89,6.052089168924417,9.894799924138562,4.060443010546419,3,Chandler Pavilions,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.318081,-111.96938,Chandler,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-224@8ts-3k3-ht9,6.803505257608338,8.984192311641674,1.9459101490553132,2,Corner Store,Grocery Stores,Convenience Stores,32.135197,-110.89281,Tucson,AZ,Convenience Stores
222-223@8ts-zdw-xbk,5.966146739123692,7.956476798036782,2.833213344056216,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.264824,-111.68394,Queen Creek,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzy-223@8sc-gtf-kfz,4.276666119016055,9.729610242524837,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,32.674152,-114.14194,Wellton,AZ,Convenience Stores
229-222@5zb-xdg-6kz,6.061456918928017,8.034306936339489,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,33.510002,-112.18579,Glendale,AZ,Convenience Stores
224-222@8ts-zb6-tgk,5.820082930352362,8.637639344492104,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,33.349651,-111.75513,Gilbert,AZ,Convenience Stores
223-222@5zb-wtr-pd9,5.673323267171493,9.10642325855641,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,33.654259,-112.11141,Phoenix,AZ,Convenience Stores
zzw-222@5zb-xdy-ysq,3.828641396489095,9.04699757378001,2.4849066497880004,2,Fay's Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.432007,-112.08272,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8th-73t-k2k,5.2574953720277815,10.247077256926206,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,34.152168,-109.97283,Pinetop-Lakeside,AZ,Convenience Stores
223-222@8ts-d5x-vcq,5.8998973535824915,8.441822884391462,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,33.466454,-112.20277,Phoenix,AZ,Convenience Stores
zzw-224@5zb-xbz-vzz,4.875197323201151,8.942199454731238,2.8903717578961645,1,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.507072,-112.03774,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
225-222@5zb-xdj-59f,5.602118820879701,8.07153089355666,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,33.479923,-112.20281,Phoenix,AZ,Convenience Stores
223-223@5zb-ww7-mc5,6.12029741895095,7.590346945602565,2.9444389791664403,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.609306,-112.13212,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-vg4-kmk,4.290459441148391,8.926915889777042,3.367295829986474,3,Pinata Market,Grocery Stores,Convenience Stores,33.377987,-112.56866,Buckeye,AZ,Convenience Stores
226-222@5zb-xjf-kcq,3.871201010907891,9.41132011058867,3.044522437723423,3,Feria De Mayo,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.524536,-112.19033,Glendale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-223@8tr-z9z-yn5,6.634633357861686,9.070503426788383,2.772588722239781,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.372211,-111.13683,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-226@5zb-xfm-dqf,5.3981627015177525,8.073714641109857,3.091042453358316,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.600536,-112.2887,Sun City,AZ,Supermarkets and Other Grocery (except Convenience) Stores
234-222@8ts-zj4-ch5,5.198497031265826,8.051340933292979,3.091042453358316,1,Albertsons,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.377457,-111.87614,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
225-222@5zb-sjy-grk,3.258096538021482,10.633135404132767,2.917770732084279,3,The Spot,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,34.077229,-112.12926,Black Canyon City,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-223@8ts-c52-7yv,6.71295620067707,8.529319371214077,2.9444389791664403,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.940102,-111.75474,Casa Grande,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-d76-835,5.342334251964811,8.989943046329998,2.9444389791664403,1,Fiesta Barn Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.434978,-112.32449,Avondale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-223@8ts-3pn-v2k,5.14166355650266,8.495560891289124,2.70805020110221,1,7-Eleven,Grocery Stores,Convenience Stores,32.200233,-110.90116,Tucson,AZ,Convenience Stores
zzw-224@8ts-zcv-yy9,6.645090969505644,7.877397186353287,2.8903717578961645,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.304787,-111.7882,Gilbert,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-zr9-dsq,3.8066624897703196,7.684324067681155,2.302585092994046,1,ampm,Grocery Stores,Convenience Stores,33.422169,-111.77167,Mesa,AZ,Convenience Stores
zzy-22s@8ts-d28-mhq,2.70805020110221,8.080237416216702,2.1400661634962708,1,Circle K,Grocery Stores,Convenience Stores,33.378212,-112.13438,Phoenix,AZ,Convenience Stores
223-222@5zb-wx5-5xq,5.488937726156687,8.216088098632316,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,33.62598,-112.06588,Phoenix,AZ,Convenience Stores
222-223@8ts-zcm-7dv,6.297109319933935,8.946244609330543,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,33.379967,-111.72158,Gilbert,AZ,Convenience Stores
zzw-222@5zb-xgp-fvf,6.028278520230698,9.312806703520673,3.1354942159291497,2,Lee Lee International Supermarket,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.59441,-112.22214,Peoria,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-zj8-gc5,4.406719247264253,8.438149984075784,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,33.364113,-111.91075,Tempe,AZ,Convenience Stores
222-222@8tt-7xs-qj9,2.6390573296152584,8.36985260351753,3.295836866004329,3,Tricar Sales,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,31.45422,-110.97796,Rio Rico,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-223@8ts-zft-nyv,4.983606621708336,9.69547888880619,2.1972245773362196,2,7-Eleven,Grocery Stores,Convenience Stores,33.466042,-111.97876,Phoenix,AZ,Convenience Stores
227-222@8ts-3pq-dn5,5.556828061699537,8.943375541113124,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,32.207325,-110.92727,Tucson,AZ,Convenience Stores
223-222@8ts-zd5-kzz,5.1647859739235145,9.136155473786806,3.713572066704308,3,Mercado Plaza Del Sol,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.312057,-111.8419,Chandler,AZ,Supermarkets and Other Grocery (except Convenience) Stores
225-222@5zb-xds-3bk,5.3981627015177525,9.251386341412184,2.0794415416798357,2,Circle K,Grocery Stores,Convenience Stores,33.465576,-112.09164,Phoenix,AZ,Convenience Stores
zzw-223@8ts-zr8-6rk,6.186208623900494,7.86940171257709,2.4849066497880004,1,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.416145,-111.80181,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22j-222@5zb-xg6-jvz,5.556828061699537,8.263074835802596,2.302585092994046,1,Carniceria Uruapan,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.609203,-112.31802,El Mirage,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22f-222@8ts-3mc-fmk,4.007333185232471,9.437157168656688,3.7256934272366524,3,POPPED Artisan Popcorn,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.228088,-110.96977,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@8ts-78y-xh5,5.910796644040527,8.300031711779575,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,32.134445,-110.96834,Tucson,AZ,Convenience Stores
zzw-225@5zb-x8m-fpv,6.040254711277414,8.652248422409102,2.995732273553991,1,Fry's Foodstores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.786064,-112.11942,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
225-222@5z9-sqs-z4v,5.802118375377063,9.247154345098899,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,34.739216,-112.01022,Cottonwood,AZ,Convenience Stores
zzy-222@8tt-2zt-7qz,3.2188758248682006,9.434842999328023,2.2512917986064953,2,Giorsetti Grocery,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.988338,-110.77202,Winkelman,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-79s-bx5,4.812184355372417,7.772752716468742,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,32.148991,-110.94403,Tucson,AZ,Convenience Stores
222-222@5zb-wtt-syv,4.927253685157205,8.48920515487607,2.70805020110221,1,Circle K,Grocery Stores,Convenience Stores,33.653954,-112.08215,Phoenix,AZ,Convenience Stores
223-223@8ts-zfz-nnq,4.204692619390966,9.761001904239373,3.1570004211501135,3,German Sausage,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.495083,-111.97598,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-224@8ts-zt5-hdv,4.110873864173311,8.97727273946428,2.5257286443082556,2,Circle K,Grocery Stores,Convenience Stores,33.219097,-111.84177,Chandler,AZ,Convenience Stores
222-222@8ts-zkr-g8v,5.768320995793772,8.586346050104554,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,33.421803,-111.54661,Apache Junction,AZ,Convenience Stores
zzw-224@8ts-79t-n3q,4.30406509320417,9.166179476190413,1.791759469228055,2,Quik Mart,Grocery Stores,Convenience Stores,32.149345,-110.90974,Tucson,AZ,Convenience Stores
224-225@8ts-zgq-qzz,2.995732273553991,9.254548626640503,2.0794415416798357,2,Circle K,Grocery Stores,Convenience Stores,33.466496,-111.90419,Scottsdale,AZ,Convenience Stores
222-222@8ts-3n2-789,5.755742213586912,8.042056410058754,3.1354942159291497,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.252605,-110.89135,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
226-222@8tr-zfp-kcq,3.295836866004329,9.449829601826478,2.772588722239781,3,Marana Community Food Bank,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.45359,-111.21574,Marana,AZ,Supermarkets and Other Grocery (except Convenience) Stores
228-222@8ts-zht-t9z,4.663439094112067,7.823645930834952,2.0794415416798357,1,Carniceria Manzanillo,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.393208,-112.0463,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
228-222@5zb-x8f-c5z,5.8888779583328805,9.836064876218694,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,33.768852,-112.11472,Phoenix,AZ,Convenience Stores
223-222@8ts-zdc-qfz,5.356586274672012,9.496346040047019,4.418840607796598,3,Patel Brothers,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.286018,-111.84036,Chandler,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5z9-br9-9fz,4.867534450455582,7.550135342488429,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,35.10033,-114.6211,Bullhead City,AZ,Convenience Stores
