placekey,location_name,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,raw_visit_counts,raw_visitor_counts,distance_from_home,median_dwell,device_type,year,month
222-223@8ts-zcc-kmk,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.395027,-111.75539,3516 E Southern Ave,Mesa,AZ,85204,122,105,2693,11,"{""android"":90,""ios"":25}",2021,9
225-223@8ts-ckh-6hq,Big Lots Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.877537,-111.73016,1346 E Florence Blvd,Casa Grande,AZ,85122,34,27,3254,11,"{""android"":20,""ios"":5}",2021,9
22b-222@8ts-d5x-vzz,El Bronco Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.465443,-112.19558,6305 W McDowell Rd,Phoenix,AZ,85035,463,235,2920,14,"{""android"":133,""ios"":101}",2021,9
225-222@5zb-xjy-4qf,ampm,Grocery Stores,Convenience Stores,445120,33.582523,-111.92537,10601 N Scottsdale Rd,Scottsdale,AZ,85254,22,22,24141,8,"{""android"":11,""ios"":8}",2021,9
zzy-224@8td-bbz-ckf,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.055473,-109.31013,540 Chase Creek Street,Clifton,AZ,85533,273,125,2626,9,"{""android"":69,""ios"":53}",2021,9
zzw-222@8ts-zxp-ct9,Five Below,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.318691,-111.98354,4619 E Ray Rd Ste E3,Phoenix,AZ,85044,64,58,10397,13,"{""android"":34,""ios"":16}",2021,9
22b-222@5zb-xcx-t35,Circle K,Grocery Stores,Convenience Stores,445120,33.45076,-112.10387,2041 W Van Buren St,Phoenix,AZ,85009,274,146,9976,10,"{""android"":86,""ios"":56}",2021,9
zzw-224@8th-mtv-5zz,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,34.242283,-111.32091,142 E State Highway 260,Payson,AZ,85541,567,410,44896,15,"{""android"":267,""ios"":142}",2021,9
226-222@8ts-zgj-pvz,Sunshine Convenience Mart,Grocery Stores,Convenience Stores,445120,33.421722,-111.88337,2531 E University Dr,Tempe,AZ,85281,144,76,6017,28,"{""android"":43,""ios"":33}",2021,9
zzw-222@5zb-xhh-g6k,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.494946,-112.29195,10720 W Indian School Rd Ste 48,Phoenix,AZ,85037,142,107,2090,13.5,"{""android"":71,""ios"":38}",2021,9
zzw-222@8ts-z9z-ks5,7-Eleven,Grocery Stores,Convenience Stores,445120,33.336277,-111.75484,785 S Val Vista Dr,Gilbert,AZ,85296,614,395,4823,8,"{""android"":182,""ios"":213}",2021,9
zzw-224@5zb-t2h-nnq,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,34.554207,-112.48229,950 Fair St,Prescott,AZ,86305,1669,824,5013,17,"{""android"":524,""ios"":297}",2021,9
22g-222@8th-pfx-vfz,Tall Pines Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,34.317181,-111.01574,1101 Christopher Creek Loop,Christopher Creek,AZ,85541,18,11,127043,21.5,"{""android"":6,""ios"":5}",2021,9
222-222@5zb-wth-8gk,Circle K,Grocery Stores,Convenience Stores,445120,33.669514,-112.08341,20202 N 7th Ave,Phoenix,AZ,85027,330,243,14892,8,"{""android"":152,""ios"":90}",2021,9
222-222@8ts-zdj-zzz,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.290958,-111.71976,3261 E Pecos Rd,Gilbert,AZ,85295,2831,1705,3446,10,"{""android"":747,""ios"":957}",2021,9
zzw-222@8tt-22j-vxq,Walmart Supercenter,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.251133,-111.62918,21055 E Rittenhouse Rd,Queen Creek,AZ,85142,9706,4537,7139,21,"{""android"":2374,""ios"":2167}",2021,9
224-222@8ts-3ps-brk,Circle K,Grocery Stores,Convenience Stores,445120,32.192692,-110.87457,5501 E Golf Links Rd,Tucson,AZ,85711,116,92,6689,6,"{""android"":69,""ios"":28}",2021,9
222-222@5zb-xdd-fcq,Harvest Meat Company,Specialty Food Stores,Meat Markets,445210,33.495567,-112.15863,4602 W Indian School Rd,Phoenix,AZ,85031,248,141,6546,49.5,"{""android"":63,""ios"":72}",2021,9
222-222@8ts-d78-9vf,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.431068,-112.34572,323 E Main St,Avondale,AZ,85323,287,189,2995,10,"{""android"":93,""ios"":93}",2021,9
225-222@8ts-3pr-cdv,Moan's Oriental Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.198067,-110.87568,2022 S Craycroft Rd,Tucson,AZ,85711,347,173,6024,17,"{""android"":115,""ios"":55}",2021,9
zzw-226@5z9-dmx-yqf,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,35.122097,-114.58796,1751 Highway 95 Ste 119,Bullhead City,AZ,86442,463,306,5124,16,"{""android"":210,""ios"":94}",2021,9
222-222@8ts-zcv-gx5,Circle K,Grocery Stores,Convenience Stores,445120,33.292686,-111.78875,3155 S Gilbert Rd,Gilbert,AZ,85295,149,125,7393,8,"{""android"":69,""ios"":60}",2021,9
zzw-223@5zb-wwg-6kz,Circle K,Grocery Stores,Convenience Stores,445120,33.599236,-111.98978,4301 E Cactus Rd,Phoenix,AZ,85029,1045,599,3489,7,"{""android"":334,""ios"":263}",2021,9
222-222@5zb-vg4-xyv,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.370026,-112.58079,709 E Monroe Ave,Buckeye,AZ,85326,267,167,3424,13,"{""android"":107,""ios"":62}",2021,9
224-222@5z9-7qq-cbk,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,34.454498,-114.26627,3573 Maricopa Ave,Lake Havasu City,AZ,86406,220,149,2621,9,"{""android"":70,""ios"":85}",2021,9
zzw-222@8ts-ydb-dy9,Pinal Food Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.031776,-111.38774,90 N Main St,Florence,AZ,85132,289,120,10287,8,"{""android"":81,""ios"":39}",2021,9
222-225@8ts-zc5-cdv,Fast Market,Grocery Stores,Convenience Stores,445120,33.320843,-111.72211,1636 S Higley Rd,Gilbert,AZ,85295,44,35,10573,7,"{""android"":23,""ios"":12}",2021,9
zzw-222@8tt-7yx-j5f,Fresh Cut,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.370497,-110.92818,145 E Terminal Produce Dr,Nogales,AZ,85621,47,33,268029,73,"{""android"":21,""ios"":10}",2021,9
22j-222@8ts-3pj-vfz,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.227673,-110.99751,1549 W Saint Marys Rd,Tucson,AZ,85745,347,280,3901,16,"{""android"":170,""ios"":107}",2021,9
zzw-222@8ts-zbk-rrk,Faby's Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.408157,-111.81569,726 E Broadway Rd,Mesa,AZ,85204,50,27,2687,117,"{""android"":26,""ios"":4}",2021,9
zzy-222@8th-73z-xqz,Mustang Conoco Gasoline & Convenience Store,Grocery Stores,Convenience Stores,445120,34.152103,-109.97369,1653 W White Mountain Blvd,Pinetop-Lakeside,AZ,85929,29,25,11766,5,"{""android"":18,""ios"":6}",2021,9
22h-222@5zb-xj6-835,Dtreatz az,Specialty Food Stores,Fruit and Vegetable Markets,445230,33.560055,-112.24967,8826 W Seldon Ln,Peoria,AZ,85345,25,14,7902,22,"{""android"":11,""ios"":5}",2021,9
224-222@5zb-xdt-jy9,Desert Drinks And Exotics,Grocery Stores,Convenience Stores,445120,33.465549,-112.04388,1737 E McDowell Rd,Phoenix,AZ,85006,68,46,20235,31,"{""android"":23,""ios"":22}",2021,9
226-224@8ts-zrs-sdv,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.450291,-111.70288,5941 E McKellips Rd,Mesa,AZ,85215,1404,774,3274,21,"{""android"":454,""ios"":321}",2021,9
222-222@5zb-xfy-s89,4 Sons Food Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.638283,-112.32436,12299 W Bell Rd,Surprise,AZ,85378,130,107,9207,6,"{""android"":56,""ios"":50}",2021,9
zzw-223@8ts-zcq-5j9,Walmart Supercenter,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.281792,-111.79356,2750 E Germann Rd,Chandler,AZ,85286,4586,2676,6829,22,"{""android"":1336,""ios"":1343}",2021,9
222-222@8ts-cwm-yjv,Rocker 7 Farm Patch,Specialty Food Stores,Fruit and Vegetable Markets,445230,33.406456,-112.48267,19601 W Broadway Rd,Buckeye,AZ,85326,18,4,,170.5,"{""android"":0,""ios"":4}",2021,9
22c-222@5zb-xb7-nyv,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.508896,-112.11816,2709 W Camelback Rd,Phoenix,AZ,85017,1590,897,4662,10,"{""android"":512,""ios"":384}",2021,9
222-222@5zb-xcj-ty9,La Hereford Meat Market,Specialty Food Stores,Meat Markets,445210,33.56699,-112.06441,8931 N 7th St,Phoenix,AZ,85020,71,52,1847,9,"{""android"":28,""ios"":19}",2021,9
zzw-22d@5zb-xnt-249,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.510628,-111.91059,7920 E Chaparral Rd,Scottsdale,AZ,85250,519,321,5178,14,"{""android"":137,""ios"":188}",2021,9
zzw-222@8sc-vp2-ty9,Fallas,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.487396,-114.78201,527 N Main St,San Luis,AZ,85336,1344,757,3006,818.5,"{""android"":707,""ios"":49}",2021,9
222-222@8ts-zbg-zj9,M & R Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.392498,-111.82246,1231 S Mesa Dr,Mesa,AZ,85210,124,74,6946,12,"{""android"":46,""ios"":28}",2021,9
zzw-224@8tt-7xq-yjv,Brownie Brokerage,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.452061,-110.97401,5 Avenida Acaponeta,Rio Rico,AZ,85648,17,14,13270,27,"{""android"":10,""ios"":4}",2021,9
227-222@5zb-24h-fxq,King's Liquor & Liquers,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,35.254223,-114.01274,2925 E Northern Ave,New Kingman-Butler,AZ,86409,299,189,2492,7,"{""android"":125,""ios"":64}",2021,9
zzy-222@8ts-r6k-9j9,Circle K,Grocery Stores,Convenience Stores,445120,32.612366,-110.77724,335 E American Ave,Oracle,AZ,85623,56,9,127461,161.5,"{""android"":7,""ios"":0}",2021,9
224-222@8ts-6wg-s5z,Circle K,Grocery Stores,Convenience Stores,445120,31.899586,-110.99449,1990 N La Canada Dr,Green Valley,AZ,85614,68,53,8668,7,"{""android"":30,""ios"":21}",2021,9
223-222@5zb-xj8-nqz,Denmark Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.5639,-112.22512,7713 W Golden Ln,Peoria,AZ,85345,108,27,7603,43.5,"{""android"":12,""ios"":13}",2021,9
zzy-222@8ts-3md-t9z,Flora's Market Run,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.228153,-110.93402,2563 E 6th St,Tucson,AZ,85716,50,30,13360,23.5,"{""android"":10,""ios"":18}",2021,9
zzy-223@5zb-xbb-djv,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,33.524689,-112.11653,6011 N 27th Ave,Phoenix,AZ,85017,178,133,3316,10,"{""android"":83,""ios"":50}",2021,9
22f-222@8ts-zhy-ks5,Jz Market,Grocery Stores,Convenience Stores,445120,33.378155,-111.89083,2633 W Baseline Rd,Mesa,AZ,85202,80,62,7623,8,"{""android"":45,""ios"":20}",2021,9
22c-222@8ts-zbm-bff,Circle K,Grocery Stores,Convenience Stores,445120,33.393047,-111.81383,809 E Southern Ave,Mesa,AZ,85204,269,175,1854,6,"{""android"":87,""ios"":88}",2021,9
222-222@8ts-ckg-5cq,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.880688,-111.73642,1162 E Florence Blvd,Casa Grande,AZ,85122,819,490,10851,19,"{""android"":290,""ios"":197}",2021,9
222-224@8sc-r8p-nbk,Del Sol,Grocery Stores,Convenience Stores,445120,32.721802,-114.62491,280 S 4th Ave,Yuma,AZ,85364,186,142,3237,13,"{""android"":84,""ios"":57}",2021,9
222-223@8ts-zfn-n3q,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.394028,-111.94123,3232 S Mill Ave,Tempe,AZ,85282,1574,901,3713,19,"{""android"":502,""ios"":399}",2021,9
224-222@5zb-wtj-rhq,Quail Distributing,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.679356,-112.10785,21241 N 23rd Ave Ste 19,Phoenix,AZ,85027,503,130,14792,24,"{""android"":82,""ios"":46}",2021,9
zzy-223@8th-ngp-66k,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,34.565182,-111.86508,633 W Finnie Flat Rd,Camp Verde,AZ,86322,324,156,7333,10,"{""android"":94,""ios"":61}",2021,9
222-223@8ts-zyg-54v,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.32185,-111.87482,1950 W Ray Rd,Chandler,AZ,85224,25,25,1966,20,"{""android"":20,""ios"":10}",2021,9
22d-222@8ts-3pc-g6k,Westside Liquor,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,32.236057,-110.993,1310 W Speedway Blvd,Tucson,AZ,85745,94,34,9620,15,"{""android"":18,""ios"":14}",2021,9
223-223@8ts-d69-sqz,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,33.494926,-112.22471,7624 W Indian School Rd,Phoenix,AZ,85033,74,44,1522,9,"{""android"":31,""ios"":11}",2021,9
zzy-222@8ts-zfh-r8v,Limited Too,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.429836,-111.90649,E Rio Salado Pkwy,Tempe,AZ,85281,14,14,3473,11,"{""android"":4,""ios"":12}",2021,9
zzw-227@5zb-xm5-3yv,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.586342,-111.83858,11227 E Via Linda,Scottsdale,AZ,85259,463,326,4155,14,"{""android"":112,""ios"":211}",2021,9
226-222@8ts-zfw-yjv,Mr J's Market,Grocery Stores,Convenience Stores,445120,33.46611,-112.01255,3202 E McDowell Rd,Phoenix,AZ,85008,147,103,1852,10,"{""android"":64,""ios"":40}",2021,9
225-222@8ts-3m6-jsq,Catalina Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.249054,-110.92641,2226 N Country Club Rd,Tucson,AZ,85716,4,4,,6.5,"{""android"":0,""ios"":4}",2021,9
225-224@8ts-3mb-9j9,Corner Store,Grocery Stores,Convenience Stores,445120,32.206467,-110.95574,920 E 22nd St,Tucson,AZ,85713,665,435,7535,8,"{""android"":230,""ios"":203}",2021,9
zzy-227@5z9-dbq-psq,The Mineshaft Market,Grocery Stores,Convenience Stores,445120,35.414211,-114.19869,4940 Tennessee Ave,Chloride,AZ,86431,11,9,29107,8,"{""android"":7,""ios"":0}",2021,9
zzw-222@5zb-t3b-cyv,Costco,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,34.547634,-112.39654,3911 E State Route 69,Prescott,AZ,86301,4098,2324,12971,26,"{""android"":1473,""ios"":852}",2021,9
222-222@8tr-zj3-kpv,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.083031,-111.29864,15564 W Ajo Hwy,Three Points,AZ,85735,181,80,9720,10,"{""android"":55,""ios"":24}",2021,9
zzw-222@5zb-xbp-p7q,New Tokyo Food Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.552761,-112.13323,3435 W Northern Ave,Phoenix,AZ,85051,45,38,9072,15,"{""android"":29,""ios"":11}",2021,9
222-222@8ts-zk2-cnq,Circle K,Grocery Stores,Convenience Stores,445120,33.393883,-111.59755,1153 S Signal Butte Rd,Mesa,AZ,85208,847,596,4529,6,"{""android"":315,""ios"":281}",2021,9
223-222@5zb-x66-99f,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.675747,-111.88817,20901 N Pima Rd,Scottsdale,AZ,85255,501,340,9596,15,"{""android"":126,""ios"":213}",2021,9
zzw-222@5zb-wx4-kfz,Tuesday Morning,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.638435,-112.07188,245 E Bell Rd,Phoenix,AZ,85022,148,111,6607,17,"{""android"":64,""ios"":46}",2021,9
22c-222@8ts-zgx-5vf,Chula Seafood,Specialty Food Stores,Fish and Seafood Markets,445220,33.457752,-111.90832,8015 E Roosevelt St,Scottsdale,AZ,85257,49,44,15755,20,"{""android"":14,""ios"":28}",2021,9
zzw-229@8ts-zgv-wtv,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.495762,-111.91606,7628A E Indian School Rd,Scottsdale,AZ,85251,291,199,5154,19,"{""android"":136,""ios"":63}",2021,9
236-222@8ts-zgv-qxq,Circle K,Grocery Stores,Convenience Stores,445120,33.488037,-111.90947,3410 N Hayden Rd,Scottsdale,AZ,85251,192,145,6968,6,"{""android"":71,""ios"":69}",2021,9
zzw-222@5zb-264-pqf,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,35.23069,-113.99939,3665 Highway 66,Kingman,AZ,86409,199,52,3957,22,"{""android"":32,""ios"":20}",2021,9
222-222@8ts-d5m-psq,4 Sons Food Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.460274,-112.34023,13085 W Rancho Santa Fe Blvd,Avondale,AZ,85392,151,115,15446,8,"{""android"":81,""ios"":32}",2021,9
22f-222@5zb-xbs-pgk,Benchris African Caribbean Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.517735,-112.15213,5532 N 43rd Ave,Glendale,AZ,85301,11,6,9230,77,"{""android"":4,""ios"":4}",2021,9
zzw-22h@8ts-zyh-5vf,Tuesday Morning,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.335781,-111.90878,1840 E Warner Rd,Tempe,AZ,85284,84,70,9215,16.5,"{""android"":40,""ios"":31}",2021,9
222-223@8tt-pg8-q4v,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,31.629055,-110.33614,375 N Huachuca Blvd,Huachuca City,AZ,85616,203,110,8627,10,"{""android"":80,""ios"":32}",2021,9
228-222@5zb-wwg-3wk,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.597927,-112.15014,4204 W Cactus Rd,Phoenix,AZ,85029,1897,1053,2567,19,"{""android"":630,""ios"":423}",2021,9
222-222@8th-x9r-d7q,Double Deuce Drive Thru Liquors,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,34.506935,-109.37069,385 W Cleveland St,St. Johns,AZ,85936,20,13,47783,9.5,"{""android"":11,""ios"":0}",2021,9
zzy-224@8tt-tsh-e35,Red Mountain Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.539314,-110.75434,347 W McKeown Ave,Patagonia,AZ,85624,28,21,10540,12.5,"{""android"":10,""ios"":9}",2021,9
zzw-222@5zb-w6k-jjv,Circle K,Grocery Stores,Convenience Stores,445120,33.965893,-112.73508,410 W Wickenburg Way,Wickenburg,AZ,85390,14,6,25575,26.5,"{""android"":5,""ios"":4}",2021,9
zzw-222@8ts-3pb-rhq,Johnny's Complete Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.238976,-110.99222,1380 N Riverview Blvd,Tucson,AZ,85745,128,40,13576,25.5,"{""android"":22,""ios"":16}",2021,9
zzy-222@8ts-cyb-y9z,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.346882,-112.48817,10920 S Tuthill Rd,Buckeye,AZ,85326,467,229,3702,8,"{""android"":123,""ios"":105}",2021,9
zzw-222@8sc-xfy-pd9,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.699402,-114.65347,2740 W 16th St,Yuma,AZ,85364,276,214,2475,18,"{""android"":114,""ios"":99}",2021,9
224-222@8ts-3pt-vmk,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,32.207699,-110.89264,1134 S Swan Rd,Tucson,AZ,85711,112,73,3284,19,"{""android"":41,""ios"":28}",2021,9
222-222@8tt-7wk-hyv,Big Chuy Distributing,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.407341,-110.95682,11 Bravo Ln,Nogales,AZ,85621,5,3,,21,"{""android"":0,""ios"":0}",2021,9
225-222@5zb-ww3-6ff,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.708458,-112.10918,2501 W Happy Valley Rd Ste 41,Phoenix,AZ,85085,1226,910,9125,21,"{""android"":438,""ios"":472}",2021,9
226-222@8ts-3h5-qpv,Salty Dawg II,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,32.222607,-110.86206,6121 E Broadway Blvd Ste 136,Tucson,AZ,85711,216,126,8904,58.5,"{""android"":69,""ios"":57}",2021,9
222-222@5zb-xcn-6ff,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.539417,-112.06232,810 E Glendale Ave,Phoenix,AZ,85020,693,412,2786,14,"{""android"":205,""ios"":208}",2021,9
zzw-222@8tt-pjg-4d9,Cactus Spirits & Fine Tobacco,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,31.491913,-110.25672,4273 S Highway 92,Sierra Vista Southeast,AZ,85650,13,11,5714,8,"{""android"":4,""ios"":5}",2021,9
222-222@8ts-d2w-kj9,Circle K,Grocery Stores,Convenience Stores,445120,33.40728,-112.04752,1540 E Broadway Rd,Phoenix,AZ,85040,429,314,10913,7,"{""android"":174,""ios"":137}",2021,9
223-223@8th-p4s-nqz,The Taproom,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,34.381329,-111.45234,3502 N AZ Highway 87,Pine,AZ,85544,328,271,104636,61,"{""android"":119,""ios"":153}",2021,9
zzw-222@8ts-zdf-g6k,ampm,Grocery Stores,Convenience Stores,445120,33.305389,-111.86092,1105 W Chandler Blvd,Chandler,AZ,85224,136,122,3570,7,"{""android"":74,""ios"":46}",2021,9
zzy-223@5zb-xbb-nkf,Bbb Fashions,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.519676,-112.09374,1626 W Montebello Ave,Phoenix,AZ,85015,17,13,4426,9,"{""android"":7,""ios"":4}",2021,9
223-223@8tg-8jq-sh5,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,35.040276,-110.7011,705 Mikes Pike St,Winslow,AZ,86047,265,97,2301,32,"{""android"":77,""ios"":19}",2021,9
22n-222@8ts-3md-t5f,Rincon Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.228127,-110.93497,2513 E 6th St,Tucson,AZ,85716,117,104,10489,44,"{""android"":34,""ios"":69}",2021,9
224-222@5zb-xcv-wp9,Circle K,Grocery Stores,Convenience Stores,445120,33.43734,-112.11776,2708 W Buckeye Rd,Phoenix,AZ,85009,435,345,11929,8,"{""android"":214,""ios"":131}",2021,9
zzw-222@8sc-xdt-kzz,IGA,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.596348,-114.71044,131 N. Main Street,Somerton,AZ,85350,700,317,1398,14,"{""android"":182,""ios"":136}",2021,9
222-222@8ts-d5v-whq,Freshly,Specialty Food Stores,Fruit and Vegetable Markets,445230,33.44249,-112.18169,610 S 56th Ave,Phoenix,AZ,85043,475,81,30003,67,"{""android"":55,""ios"":24}",2021,9
zzw-222@8ts-78f-kpv,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.071278,-110.95902,9950 S Nogales Hwy,Summit,AZ,85756,187,109,3248,9,"{""android"":62,""ios"":47}",2021,9
223-222@5zb-xcr-2c5,99 Cents Only Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.55201,-112.05822,7830 N 12th St,Phoenix,AZ,85020,1097,784,7814,8,"{""android"":466,""ios"":317}",2021,9
zzy-223@8th-9nw-cbk,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,34.288029,-109.82954,8235 S State Hwy 61,Show Low,AZ,85901,251,129,21165,11,"{""android"":95,""ios"":30}",2021,9
226-222@5zb-xcz-7qz,Carniceria El Camino,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.465649,-112.12761,3205 W McDowell Rd,Phoenix,AZ,85009,233,148,5367,10,"{""android"":97,""ios"":51}",2021,9
222-222@8sc-xnk-hkf,Canyon Distributing,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,32.673092,-114.50826,7281 E 30th St,Yuma,AZ,85365,29,9,34664,499,"{""android"":4,""ios"":4}",2021,9
224-222@5zb-xcn-6rk,Imperial Kosher Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.537891,-112.06355,737 E Glendale Ave,Phoenix,AZ,85020,45,34,8809,9,"{""android"":19,""ios"":16}",2021,9
227-222@5zb-xcy-6zf,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.451038,-112.09269,1529 W Van Buren St,Phoenix,AZ,85007,165,88,9728,20,"{""android"":57,""ios"":33}",2021,9
22h-222@8ts-366-3bk,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.336578,-110.97819,7133 N Oracle Rd,Tucson,AZ,85704,523,350,9903,18,"{""android"":160,""ios"":190}",2021,9
zzy-223@5zb-xcz-hbk,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,33.471233,-112.13518,3515 W Monte Vis,Phoenix,AZ,85009,53,41,6655,8,"{""android"":28,""ios"":13}",2021,9
222-222@8sc-xqt-9vf,3 Star Lettuce,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.682072,-114.56647,3832 E 24th Pl,Yuma,AZ,85365,28,9,6854,52.5,"{""android"":4,""ios"":5}",2021,9
225-222@5zb-xb8-zvf,A & S Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.508636,-112.09091,4829 N 15th Ave,Phoenix,AZ,85015,277,195,4230,10,"{""android"":117,""ios"":78}",2021,9
