placekey,location_name,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,raw_visit_counts,raw_visitor_counts,distance_from_home,median_dwell,device_type,year,month
222-223@8tt-7yx-j9z,Delta Sales,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.368635,-110.92963,2050 N Smokey Ln,Nogales,AZ,85621,65,7,84868,113,"{""android"":5,""ios"":0}",2021,9
239-222@5zb-xk5-6zf,Rocky Mountain Chocolate Factory,Specialty Food Stores,Confectionery and Nut Stores,445292,33.610352,-111.92769,13610 N Scottsdale Rd Ste 24,Scottsdale,AZ,85254,2,2,,65.5,"{""android"":0,""ios"":0}",2021,9
222-222@8ts-zxx-6x5,Albertsons,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.260651,-111.85694,3145 S Alma School Rd,Chandler,AZ,85248,261,197,2425,16,"{""android"":111,""ios"":86}",2021,9
zzw-223@8tg-hvm-w8v,Flagstaff Farmers Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,35.206699,-111.61394,1901 N 4th St,Flagstaff,AZ,86004,13,13,70703,9,"{""android"":9,""ios"":4}",2021,9
223-222@8ts-3j7-jgk,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.207729,-110.79182,9401 E 22nd St,Tucson,AZ,85710,1194,606,2858,21,"{""android"":416,""ios"":191}",2021,9
222-223@8ts-3p2-g6k,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.149712,-110.97691,5663 S 12th Ave,Tucson,AZ,85706,542,235,2896,24,"{""android"":124,""ios"":110}",2021,9
222-222@5zb-xj6-f2k,Hickman's Egg Ranch,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.544441,-112.25466,7403 N 91st Ave,Glendale,AZ,85305,519,152,4929,60,"{""android"":80,""ios"":71}",2021,9
222-222@5zb-x7f-c89,Habitat ReStore Anthem,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.866516,-112.14976,42205 N Vision Way,Anthem,AZ,85086,122,100,9468,16.5,"{""android"":56,""ios"":41}",2021,9
222-222@5zb-xh5-vvf,Big Lots Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.64119,-112.22099,17510 N 75th Ave,Glendale,AZ,85308,569,515,9496,20,"{""android"":303,""ios"":215}",2021,9
zzw-222@5zb-h67-wtv,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,34.148426,-114.29172,1016 S Kofa Ave,Parker,AZ,85344,169,89,7445,10,"{""android"":53,""ios"":35}",2021,9
222-222@8ts-3mh-q2k,Shamrock Farms Dairy & Creamery,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.294159,-111.00414,1900 W Ruthrauff Rd,Flowing Wells,AZ,85705,323,28,17486,24,"{""android"":17,""ios"":4}",2021,9
zzw-222@8ts-zdm-vxq,Sam's Club,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.303379,-111.74148,2621 S Market St,Gilbert,AZ,85295,4494,2961,10571,23,"{""android"":1596,""ios"":1364}",2021,9
zzy-222@8ts-d5p-59f,Circle K,Grocery Stores,Convenience Stores,445120,33.463638,-112.30599,1595 N 115th Ave,Avondale,AZ,85323,651,524,9107,7,"{""android"":263,""ios"":261}",2021,9
225-222@8ts-d77-kzz,The Pasta Factory,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.435043,-112.34251,701 E Western Ave,Avondale,AZ,85323,1,1,,5,"{""android"":6,""ios"":0}",2021,9
zzw-223@8tt-7wd-75z,Nogalas Central,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.410088,-110.95435,177 Old Tucson Rd,Nogales,AZ,85621,18,9,6684,8.5,"{""android"":9,""ios"":0}",2021,9
zzw-223@8ts-zfd-vj9,Tempe Community Market,Specialty Food Stores,Fruit and Vegetable Markets,445230,33.423927,-111.94091,620 S Mill Ave,Tempe,AZ,85281,143,67,13378,110,"{""android"":16,""ios"":49}",2021,9
228-222@8tt-7z4-s89,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,31.355974,-110.93041,1321 N Grand Ave,Nogales,AZ,85621,311,169,6443,10,"{""android"":99,""ios"":67}",2021,9
zzw-222@5zb-t93-mp9,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,34.546898,-112.24879,300 N Village Way,Prescott Valley,AZ,86327,402,245,4807,9,"{""android"":166,""ios"":77}",2021,9
223-223@5zb-xjf-7kf,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.525192,-112.20423,6710 W Bethany Home Rd,Glendale,AZ,85303,576,355,1864,21,"{""android"":246,""ios"":106}",2021,9
223-222@5zb-xcy-gtv,Gourmet Boutique,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.444492,-112.10737,351 S Black Canyon Hwy,Phoenix,AZ,85009,162,40,19023,157.5,"{""android"":31,""ios"":9}",2021,9
222-222@5zb-xbc-cqz,Circle K,Grocery Stores,Convenience Stores,445120,33.480801,-112.09104,1342 W Thomas Rd,Phoenix,AZ,85013,290,198,7397,6,"{""android"":115,""ios"":83}",2021,9
222-224@8ts-3n8-n89,Foodie Magoo's,Specialty Food Stores,Fruit and Vegetable Markets,445230,32.243114,-110.85661,6350 E Tanque Verde Rd,Tucson,AZ,85715,17,11,12258,27,"{""android"":5,""ios"":0}",2021,9
222-222@5zb-v7b-j7q,WinCo Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.637482,-112.42281,16925 W Bell Rd,Surprise,AZ,85374,3372,1934,7769,22,"{""android"":1121,""ios"":811}",2021,9
22c-222@8ts-zdg-dy9,Central Pop,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.319519,-111.80794,1929 E Ray Rd Ste 6,Chandler,AZ,85225,38,33,4562,30.5,"{""android"":23,""ios"":9}",2021,9
zzw-224@5zb-wwd-4gk,Smart & Final,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.626659,-112.13277,3434 W Greenway Rd,Phoenix,AZ,85053,469,360,4383,14,"{""android"":260,""ios"":99}",2021,9
zzw-222@5z9-m3m-9pv,Oh Sweetie,Specialty Food Stores,Confectionery and Nut Stores,445292,35.24987,-112.18976,309 W Route 66,Williams,AZ,86046,21,19,168323,20,"{""android"":14,""ios"":5}",2021,9
223-223@8tt-22m-gp9,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.251205,-111.56522,40950 N Ironwood Dr,Queen Creek,AZ,85140,1849,1085,3583,20,"{""android"":602,""ios"":485}",2021,9
224-222@8ts-x26-435,Circle K,Grocery Stores,Convenience Stores,445120,33.402794,-110.79285,990 N Broad St,Globe,AZ,85501,697,355,4969,9,"{""android"":198,""ios"":160}",2021,9
zzw-224@8tt-vy9-wzf,Party Party Candy Store,Specialty Food Stores,Confectionery and Nut Stores,445292,31.343904,-109.55421,919 N G Ave,Douglas,AZ,85607,25,20,3275,25,"{""android"":11,""ios"":8}",2021,9
223-222@8ts-d5w-fcq,Bella Foods Produce,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.454502,-112.173,420 N 52nd Ave Ste 1,Phoenix,AZ,85043,23,7,21196,25,"{""android"":7,""ios"":4}",2021,9
224-222@8ts-3n8-snq,Circle K,Grocery Stores,Convenience Stores,445120,32.235176,-110.84261,7022 E Speedway Blvd,Tucson,AZ,85710,285,213,5962,6,"{""android"":125,""ios"":90}",2021,9
222-222@5zb-wtj-s3q,Circle K,Grocery Stores,Convenience Stores,445120,33.683365,-112.10929,2311 W Deer Valley Rd,Phoenix,AZ,85027,146,116,13390,6,"{""android"":78,""ios"":39}",2021,9
22d-222@5zb-xbn-j9z,Sheger Cafe Grocery Store,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.553982,-112.16922,8024 N 51st Ave Ste 4,Glendale,AZ,85302,71,65,2985,6,"{""android"":27,""ios"":33}",2021,9
zzy-222@5z9-hwh-7qz,Golden Shores General Store,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,34.779373,-114.48183,5031 E Powell Lake Rd,Golden Shores,AZ,86436,20,13,1321,6,"{""android"":8,""ios"":4}",2021,9
22b-222@8ts-zfw-hh5,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.478882,-111.99751,3909 E Thomas Rd,Phoenix,AZ,85018,450,370,3443,16,"{""android"":223,""ios"":149}",2021,9
zzy-222@5z9-rdx-xnq,Good To Go Deli,Grocery Stores,Convenience Stores,445120,34.648117,-112.41919,2191 Sweginnis Lp,Prescott,AZ,86301,213,62,7702,59,"{""android"":31,""ios"":27}",2021,9
223-222@8ts-f9r-pqf,Rocky Point Seafood Market,Specialty Food Stores,Fish and Seafood Markets,445220,32.270401,-112.7387,237 E Thirsty Acres Pl,Why,AZ,85321,2,2,,29.5,"{""android"":4,""ios"":0}",2021,9
zzw-222@8ts-79w-q75,Walmart Neighborhood Market,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.147766,-110.93385,2565 E Commerce Center Pl,Tucson,AZ,85706,3045,1330,4030,12,"{""android"":763,""ios"":564}",2021,9
zzw-223@5zb-xmj-ghq,Arizona Liquor Training,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.62141,-111.9188,7418 E Helm Dr,Scottsdale,AZ,85260,179,22,33910,103,"{""android"":5,""ios"":15}",2021,9
225-222@5zb-xb8-3kf,Tango Market & Deli,Grocery Stores,Convenience Stores,445120,33.50972,-112.0816,660 W Camelback Rd,Phoenix,AZ,85013,22,15,18333,16,"{""android"":10,""ios"":5}",2021,9
zzw-222@8ts-zd7-w8v,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.334133,-111.80874,855 W Warner Rd,Gilbert,AZ,85233,2127,1079,2547,17,"{""android"":610,""ios"":467}",2021,9
zzy-222@8ts-x22-45f,Walmart Supercenter,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.412617,-110.83546,100 South Ragus Rd,Claypool,AZ,85532,2221,815,8609,21,"{""android"":525,""ios"":287}",2021,9
224-223@8ts-zyn-389,Arizona Kombucha Company,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.29845,-111.95364,6503 W Frye Rd Ste 12,Chandler,AZ,85226,2,2,,12,"{""android"":0,""ios"":0}",2021,9
222-222@8sc-xqj-8gk,99 Cents Only Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.696472,-114.62377,1701 S 4th Ave,Yuma,AZ,85364,691,521,11477,19,"{""android"":324,""ios"":196}",2021,9
222-223@8ts-d4x-w6k,Super Carniceria Los Alamos,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.421291,-112.29099,10730 W Lower Buckeye Rd,Avondale,AZ,85323,442,263,3244,10,"{""android"":127,""ios"":131}",2021,9
22b-222@5z9-phq-cwk,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,35.207741,-111.64654,1000 N Humphreys St Ste 112,Flagstaff,AZ,86001,380,259,5087,11,"{""android"":134,""ios"":124}",2021,9
222-224@8ts-zrx-33q,Corner Store,Grocery Stores,Convenience Stores,445120,33.465797,-111.68459,2754 N Power Rd,Mesa,AZ,85215,1258,823,5174,7,"{""android"":397,""ios"":424}",2021,9
223-222@8ts-3mn-rtv,Walmart,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.288494,-110.96536,455 E Wetmore Rd,Tucson,AZ,85705,2004,1298,4945,21,"{""android"":793,""ios"":503}",2021,9
222-224@8ts-zkx-q2k,Canyon Food Mart,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.407597,-111.53535,1000 E Old West Hwy,Apache Junction,AZ,85119,23,14,2529,9,"{""android"":12,""ios"":0}",2021,9
zzy-223@5zb-xds-pgk,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,33.467113,-112.02985,1707 N 24th St,Phoenix,AZ,85008,35,20,10882,14,"{""android"":8,""ios"":9}",2021,9
226-222@5zb-xmb-8d9,Caspian Food Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.640961,-111.9258,17040 N Scottsdale Rd Ste 108,Scottsdale,AZ,85255,166,151,27238,13.5,"{""android"":41,""ios"":110}",2021,9
222-222@5zb-x9c-8vz,Circle K,Grocery Stores,Convenience Stores,445120,33.799637,-112.06619,620 E Carefree Hwy,New River,AZ,85085,1235,710,10697,7,"{""android"":292,""ios"":421}",2021,9
224-222@8ts-d48-p35,Circle K,Grocery Stores,Convenience Stores,445120,33.306782,-112.05579,1250 E Chandler Blvd,Phoenix,AZ,85048,82,61,4072,6,"{""android"":36,""ios"":24}",2021,9
zzw-223@8tt-pgs-8gk,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.553535,-110.2549,85 S Highway 92,Sierra Vista,AZ,85635,376,272,5651,15,"{""android"":196,""ios"":78}",2021,9
222-223@5zb-x9b-ysq,OG Zonka Medibles,Specialty Food Stores,Confectionery and Nut Stores,445292,33.798569,-112.05909,1039 E Carefree Hwy,Phoenix,AZ,85085,337,209,9215,12,"{""android"":122,""ios"":83}",2021,9
zzw-222@8ts-d5m-mff,Circle K,Grocery Stores,Convenience Stores,445120,33.460335,-112.3587,1264 N Litchfield Rd,Goodyear,AZ,85395,574,502,15309,7,"{""android"":244,""ios"":257}",2021,9
zzw-222@5zb-xj4-9mk,Circle K,Grocery Stores,Convenience Stores,445120,33.537331,-112.21996,6937 N 75th Ave,Glendale,AZ,85303,56,48,2671,7,"{""android"":35,""ios"":14}",2021,9
223-222@8th-8x9-9xq,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,34.121479,-109.29218,588 N Main St,Eagar,AZ,85925,334,199,4007,10,"{""android"":133,""ios"":60}",2021,9
222-224@8ts-4jt-kmk,Catalina Mart,Grocery Stores,Convenience Stores,445120,32.425468,-111.07969,12030 N Dove Mountain Blvd,Marana,AZ,85658,243,141,15327,8,"{""android"":86,""ios"":56}",2021,9
zzw-222@8ts-2f3-zxq,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,32.754433,-111.55511,512 N Main St,Eloy,AZ,85131,67,51,5124,11,"{""android"":31,""ios"":17}",2021,9
zzw-22b@5zb-xdh-54v,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.467373,-112.17056,5118 W McDowell Rd,Phoenix,AZ,85035,609,429,2847,15,"{""android"":248,""ios"":178}",2021,9
223-222@8ts-n7d-cyv,Rainfire Beef Jerky,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.848789,-109.76828,4079 W Main St,Thatcher,AZ,85552,19,11,4659,34,"{""android"":7,""ios"":4}",2021,9
223-224@5zb-xbg-4vz,Binlyfe,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.495274,-112.08443,724 W Indian School Rd,Phoenix,AZ,85013,142,84,13316,35,"{""android"":56,""ios"":28}",2021,9
222-223@5zb-wzq-dqf,BevMo,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.707546,-112.27435,24650 N Lake Pleasant Pkwy,Peoria,AZ,85383,55,53,5352,14,"{""android"":36,""ios"":18}",2021,9
223-222@5zb-xh5-vs5,Libre Spirits,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.643486,-112.2211,17550 N 75th Ave,Glendale,AZ,85308,10,10,11224,9,"{""android"":4,""ios"":6}",2021,9
227-222@8ts-3pq-cwk,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.20623,-110.92715,3030 E 22nd St,Tucson,AZ,85713,572,416,6401,12,"{""android"":249,""ios"":162}",2021,9
223-222@5zb-vgd-8n5,Dollar Citi,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.373196,-112.59101,427 N 1st St,Buckeye,AZ,85326,210,83,7596,38.5,"{""android"":51,""ios"":34}",2021,9
224-222@5zb-xm5-4y9,4 Sons Food Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.588921,-111.8354,11425 E Via Linda,Scottsdale,AZ,85259,353,294,5056,6,"{""android"":78,""ios"":221}",2021,9
zzw-222@8tr-zry-8n5,Son's Of The Pioneers Triple C Chuckwagon,Grocery Stores,Convenience Stores,445120,32.177563,-111.15589,8900 W Bopp Rd,Tucson Estates,AZ,85735,23,14,398,25,"{""android"":11,""ios"":4}",2021,9
22h-222@8ts-3pr-hnq,G & L Import Export,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.206207,-110.88898,4828 E 22nd St,Tucson,AZ,85711,58,51,8147,12,"{""android"":40,""ios"":11}",2021,9
222-222@5zb-xkm-vxq,Costco,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.603424,-111.98596,4570 E Cactus Rd,Phoenix,AZ,85032,3224,1991,6285,21,"{""android"":964,""ios"":1024}",2021,9
223-222@8ts-z9z-fxq,Circle K,Grocery Stores,Convenience Stores,445120,33.336033,-111.7735,750 E Warner Rd,Gilbert,AZ,85296,399,269,4751,6,"{""android"":133,""ios"":134}",2021,9
zzw-22b@8ts-zj6-r49,Poppa Maize Popcorn,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.350578,-111.87755,3016 N Dobson Rd Ste 9,Chandler,AZ,85224,2,2,,17.5,"{""android"":0,""ios"":0}",2021,9
zzw-225@8ts-zd7-2zf,Walmart Supercenter,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.337727,-111.85442,800 W Warner Rd,Chandler,AZ,85225,3117,1712,3295,20,"{""android"":1047,""ios"":664}",2021,9
228-222@5zb-xcf-cnq,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.566551,-112.0715,213 E Dunlap Ave,Phoenix,AZ,85020,312,214,2798,22,"{""android"":110,""ios"":102}",2021,9
222-223@8ts-3n6-ghq,7-Eleven,Grocery Stores,Convenience Stores,445120,32.220932,-110.89271,4680 E Broadway Blvd,Tucson,AZ,85711,243,146,4474,7,"{""android"":98,""ios"":47}",2021,9
zzy-225@5zb-w2k-zvf,Eagle Eye Mart,Grocery Stores,Convenience Stores,445120,33.942478,-113.17625,51445 Highway Us 60,Aguila,AZ,85320,15,9,1769,23,"{""android"":6,""ios"":4}",2021,9
223-222@8ts-zfw-zmk,Liquor Wheel,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.465443,-112.00629,3445 E McDowell Rd,Phoenix,AZ,85008,211,131,4162,6,"{""android"":50,""ios"":76}",2021,9
zzw-223@5zb-xgj-d35,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.609268,-112.1839,5771 W Thunderbird Rd,Glendale,AZ,85306,833,492,5910,39,"{""android"":332,""ios"":159}",2021,9
224-222@5zb-xhm-fcq,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.511456,-112.26698,5122 N 95th Ave # A150,Glendale,AZ,85305,702,568,4508,19,"{""android"":310,""ios"":258}",2021,9
223-222@8ts-zfv-w49,Peaks Mini Mart,Grocery Stores,Convenience Stores,445120,33.45647,-111.96941,815 N 52nd St Ofc,Phoenix,AZ,85008,145,62,13784,60,"{""android"":29,""ios"":34}",2021,9
224-222@8ts-ckg-9cq,Circle K,Grocery Stores,Convenience Stores,445120,32.893639,-111.74057,1587 N Trekell Rd,Casa Grande,AZ,85122,394,235,3779,8,"{""android"":163,""ios"":70}",2021,9
223-222@8tt-7yx-jd9,Sauls Produce,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.368345,-110.9276,2047 N Ocean Garden Dr,Nogales,AZ,85621,34,25,12234,9,"{""android"":16,""ios"":11}",2021,9
223-222@8th-b9p-fxq,Circle K,Grocery Stores,Convenience Stores,445120,34.251785,-110.03904,311 E Deuce of Clubs,Show Low,AZ,85901,855,425,15222,8,"{""android"":293,""ios"":132}",2021,9
222-222@8ts-35v-xwk,Circle K,Grocery Stores,Convenience Stores,445120,32.494934,-110.92635,15935 N Oracle Rd,Catalina,AZ,85739,815,471,22874,7,"{""android"":265,""ios"":203}",2021,9
223-222@8tt-7z3-nt9,Associate Brokerage,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.357771,-110.96735,1590 W Calle Plata,Nogales,AZ,85621,122,28,357078,93,"{""android"":10,""ios"":16}",2021,9
zzw-223@5zb-xb8-dvz,Circle K,Grocery Stores,Convenience Stores,445120,33.516823,-112.06536,630 E Missouri Ave,Phoenix,AZ,85012,257,156,5137,8,"{""android"":75,""ios"":78}",2021,9
226-224@8ts-zj9-y9z,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.363129,-111.85979,1225 W Guadalupe Rd,Mesa,AZ,85202,349,245,2557,12,"{""android"":166,""ios"":78}",2021,9
222-222@5zb-xc3-94v,Circle K,Grocery Stores,Convenience Stores,445120,33.523335,-112.06464,701 E Bethany Home Rd,Phoenix,AZ,85014,288,231,9786,6,"{""android"":121,""ios"":110}",2021,9
zzw-223@8th-7s2-sbk,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,34.389568,-110.53764,2281 Hwy 260,Heber-Overgaard,AZ,85933,289,172,144882,10,"{""android"":116,""ios"":57}",2021,9
222-222@8ts-32x-n89,Circle K,Grocery Stores,Convenience Stores,445120,32.235004,-110.80646,8702 E Speedway Blvd,Tucson,AZ,85710,205,133,2781,7,"{""android"":66,""ios"":61}",2021,9
zzw-222@8ts-3m4-dsq,U of A Liquors,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,32.227493,-110.95618,1002 E 6th St,Tucson,AZ,85719,76,59,1464,21,"{""android"":15,""ios"":45}",2021,9
zzw-224@5zb-xbg-789,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.494263,-112.08463,725 W Indian School Rd,Phoenix,AZ,85013,250,180,4186,25.5,"{""android"":108,""ios"":70}",2021,9
223-222@8ts-3n6-2rk,Circle K,Grocery Stores,Convenience Stores,445120,32.235806,-110.87498,5502 E Speedway Blvd,Tucson,AZ,85712,152,136,7239,7,"{""android"":72,""ios"":64}",2021,9
225-222@5zb-ww7-m8v,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,33.609905,-112.1342,3543 W Thunderbird Rd,Phoenix,AZ,85053,238,196,2746,10,"{""android"":109,""ios"":86}",2021,9
223-222@5zb-x25-wkz,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.740627,-112.32053,28455 N Vistancia Blvd,Peoria,AZ,85383,2,2,,273,"{""android"":0,""ios"":4}",2021,9
zzw-222@8ts-zcf-hyv,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.417068,-111.73574,63 N Greenfield Rd Ste 101,Mesa,AZ,85205,563,413,2873,15,"{""android"":276,""ios"":136}",2021,9
222-222@5zb-wwh-k4v,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.595848,-112.09889,12025 N 19th Ave,Phoenix,AZ,85029,140,108,2978,9,"{""android"":74,""ios"":33}",2021,9
222-222@8ts-d35-bx5,Quick Corner Liquor,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.377316,-112.04829,1555 E Baseline Rd,Phoenix,AZ,85042,220,108,5771,8,"{""android"":51,""ios"":56}",2021,9
222-222@8ts-d6j-wc5,Circle K,Grocery Stores,Convenience Stores,445120,33.466206,-112.21989,7424 W McDowell Rd,Phoenix,AZ,85035,533,415,8639,7,"{""android"":226,""ios"":187}",2021,9
zzw-222@8tt-sk8-j7q,Produce Wagon,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.963037,-109.84153,1036 E Eastland Rd,Cochise,AZ,85606,11,8,120158,65,"{""android"":6,""ios"":0}",2021,9
222-224@8tt-pfp-cyv,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,31.553513,-110.29105,834 E Fry Blvd,Sierra Vista,AZ,85635,154,125,5181,9,"{""android"":81,""ios"":44}",2021,9
222-227@8ts-zrt-mff,Speed Smart,Grocery Stores,Convenience Stores,445120,33.436974,-111.70221,5965 E Brown Rd,Mesa,AZ,85205,38,36,2682,7,"{""android"":25,""ios"":12}",2021,9
222-222@5zb-vnc-3dv,Circle K,Grocery Stores,Convenience Stores,445120,33.536045,-112.34025,13051 W Glendale Ave,Glendale,AZ,85307,957,553,7789,7,"{""android"":303,""ios"":249}",2021,9
zzw-226@8ts-ydw-jgk,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.994316,-111.52158,1455 N Arizona Blvd,Coolidge,AZ,85128,612,394,7533,17,"{""android"":242,""ios"":149}",2021,9
zzw-222@8tt-7yz-yvz,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,31.339325,-110.93862,441 N Grand Ave,Nogales,AZ,85621,61,41,8091,9,"{""android"":23,""ios"":15}",2021,9
222-222@5zb-265-fxq,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,35.221409,-114.00453,3360 E Andy Devine Ave,Kingman,AZ,86401,957,574,4515,14,"{""android"":369,""ios"":204}",2021,9
zzw-222@8ts-zjz-wzf,Circle K,Grocery Stores,Convenience Stores,445120,33.421944,-111.58015,3135 W Superstition Blvd,Apache Junction,AZ,85120,553,299,3513,6,"{""android"":194,""ios"":109}",2021,9
224-222@8ts-zfj-jqf,7-Eleven,Grocery Stores,Convenience Stores,445120,33.418175,-111.90949,1006 S McClintock Dr,Tempe,AZ,85281,350,140,9372,26,"{""android"":79,""ios"":61}",2021,9
224-222@8th-mgg-rx5,Yard Sale Shop,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,34.103195,-111.35454,16346 N AZ Highway 87,Rye,AZ,85541,15,14,83160,10,"{""android"":12,""ios"":0}",2021,9
22h-222@8ts-3nz-dn5,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.152157,-110.97799,5530 S 12th Ave,Tucson,AZ,85706,221,116,2708,12,"{""android"":60,""ios"":55}",2021,9
zzy-222@5zb-xcv-c5z,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,33.451439,-112.12196,304 N 29th Ave,Phoenix,AZ,85009,67,24,9935,88,"{""android"":6,""ios"":11}",2021,9
222-225@8ts-zdm-k9f,Jacksons Food Stores,Grocery Stores,Convenience Stores,445120,33.298714,-111.74572,2870 S Market St,Gilbert,AZ,85295,117,47,9600,66,"{""android"":14,""ios"":35}",2021,9
